1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.509365	0.000000	3.927902	0.020106	1285.7
1	-0.486518	0.000000	3.927902	0.022064	2.8
2	-0.505130	0.000000	3.927902	0.020051	2.4
3	-0.496294	0.000000	3.927902	0.017641	2.6
4	-0.533270	0.000000	3.927902	0.015535	4.7
5	-0.496218	0.000000	3.927902	0.014369	2.7
6	-0.497124	0.000000	3.927902	0.009648	2.8
7	-0.481365	0.000000	3.927902	0.011620	2.7
8	-0.519974	0.000000	3.927902	0.008618	2.9
9	-0.520862	0.000000	3.927902	0.015891	4.3
10	-0.506903	0.000000	3.927902	0.015683	2.8
11	-0.490910	0.993705	3.750434	0.010124	2.9
12	-0.526363	0.066148	3.915569	0.027743	2.4
13	-0.526818	0.536015	3.830140	0.014528	4.9
14	-0.505911	1.536013	3.660184	0.008940	2.8
15	-0.495903	2.483317	3.512534	0.018286	2.9
16	-0.503394	1.945480	3.594867	0.019977	2.5
17	-0.514581	1.067025	3.737973	0.018483	2.3
18	-0.516460	0.108383	3.907734	0.019000	3.5
19	-0.522713	1.104040	3.731714	0.018368	3.7
20	-0.513711	2.104040	3.570196	0.016971	2.8
21	-0.530027	1.144184	3.724949	0.021002	2.8
22	-0.535341	2.144183	3.564003	0.013132	2.5
23	-0.509620	1.184345	3.718205	0.016000	3.3
24	-0.484477	0.224551	3.886346	0.020374	4.3
25	-0.525350	0.000000	3.927902	0.015721	2.9
26	-0.473259	0.998896	3.749549	0.014968	2.8
27	-0.519675	0.039192	3.920585	0.022166	2.4
28	-0.519404	0.000000	3.927902	0.015315	3.0
29	-0.493482	0.000000	3.927902	0.020428	4.3
30	-0.476362	0.999293	3.749482	0.014615	2.7
31	-0.485742	0.042331	3.920000	0.022144	2.9
32	-0.519479	1.038667	3.742783	0.015804	2.5
33	-0.511365	1.542084	3.659198	0.014977	2.9
34	-0.512595	2.324088	3.536513	0.010333	4.0
35	-0.498716	2.297570	3.540539	0.022528	2.5
36	-0.503546	3.295942	3.395050	0.013535	2.4
37	-0.496822	4.294168	3.261066	0.013509	2.4
38	-0.520428	3.334354	3.389691	0.016599	2.4
39	-0.498926	3.694302	3.340283	0.015160	3.8
40	-0.520208	4.690294	3.210782	0.015446	3.6
41	-0.498099	5.690294	3.090485	0.016726	2.9
42	-0.523416	6.690288	2.978876	0.016923	2.7
43	-0.498163	5.730433	3.085844	0.012577	2.7
44	-0.514440	4.776491	3.200046	0.018351	4.3
45	-0.487761	5.775868	3.080608	0.015148	3.5
46	-0.488346	6.285882	3.023027	0.014643	2.8
47	-0.499869	5.326988	3.133133	0.012024	2.7
48	-0.521208	6.326751	3.018505	0.015643	2.4
49	-0.485466	7.225423	2.922399	0.013149	3.2
50	-0.479113	6.266506	3.025175	0.020674	4.2
51	-0.513999	7.240507	2.920838	0.020764	2.7
52	-0.515704	6.280691	3.023602	0.015487	2.9
53	-0.498255	5.819687	3.075575	0.011638	2.7
54	-0.495550	4.860097	3.189700	0.013620	4.1
55	-0.538421	4.823502	3.194220	0.021944	3.7
56	-0.512283	3.863646	3.317532	0.008711	2.7
57	-0.494752	2.910619	3.449762	0.014860	2.4
58	-0.511878	2.839711	3.460023	0.020918	2.3
59	-0.523886	1.879854	3.605178	0.016128	3.3
60	-0.503603	0.919998	3.763045	0.014279	4.2
61	-0.496707	1.248517	3.707481	0.024749	2.8
62	-0.498517	0.288661	3.874642	0.015327	2.7
63	-0.497282	0.726302	3.796594	0.013828	2.4
64	-0.500673	0.000000	3.927902	0.015484	2.5
65	-0.499926	0.999853	3.749386	0.013520	5.0
66	-0.481078	1.897795	3.602353	0.014372	2.8
67	-0.534387	0.937943	3.759967	0.016389	3.1
68	-0.517927	1.863494	3.607758	0.018048	2.4
69	-0.491240	2.459994	3.516026	0.020290	2.4
70	-0.511101	1.500138	3.666020	0.017906	4.1
71	-0.507926	0.540282	3.829381	0.015041	2.7
72	-0.509328	1.539968	3.659541	0.016362	2.6
73	-0.509608	2.082866	3.573471	0.015803	2.3
74	-0.497484	1.812302	3.615854	0.021528	2.8
75	-0.490491	0.852446	3.774678	0.017487	3.9
76	-0.507607	0.000000	3.927902	0.022054	3.9
77	-0.483920	0.871821	3.771334	0.016279	2.6
78	-0.516113	1.871818	3.606445	0.017027	2.7
79	-0.508157	2.871808	3.455371	0.015068	2.9
80	-0.500808	1.925982	3.597924	0.023035	3.3
81	-0.535749	2.925845	3.447567	0.017461	4.3
82	-0.501450	1.965989	3.591657	0.012314	3.0
83	-0.498535	1.006135	3.748316	0.014175	2.8
84	-0.526895	0.917370	3.763497	0.021306	2.7
85	-0.517428	1.900752	3.601888	0.007751	4.5
86	-0.499483	1.640325	3.643320	0.017809	3.3
87	-0.514551	2.615914	3.492812	0.015663	2.8
88	-0.522560	3.509504	3.365468	0.017313	2.4
89	-0.494393	4.508730	3.233636	0.018323	2.3
90	-0.488284	5.508547	3.111674	0.012024	2.8
91	-0.517292	6.506490	2.998781	0.016581	4.4
92	-0.510967	5.550807	3.106721	0.010002	2.7
93	-0.495384	4.595433	3.222682	0.010703	3.3
94	-0.487052	4.953362	3.178237	0.016207	2.4
95	-0.508988	5.953356	3.060322	0.016498	2.8
96	-0.509365	4.993536	3.173325	0.012690	4.7
97	-0.519815	4.970013	3.176200	0.011431	2.7
98	-0.465258	5.967602	3.058705	0.022751	2.7
99	-0.474251	6.937129	2.952556	0.015409	2.6
100	-0.495041	5.977272	3.057609	0.018167	2.9
101	-0.513287	6.977272	2.948320	0.017260	4.0
102	-0.517420	6.017421	3.053065	0.016470	2.9
103	-0.494135	7.017105	2.944128	0.012483	2.4
104	-0.504837	6.061230	3.048123	0.012849	2.4
105	-0.507337	6.363061	3.014500	0.010297	2.3
106	-0.532786	5.425104	3.121499	0.025285	4.1
107	-0.544395	6.425100	3.007681	0.016461	3.3
108	-0.499851	5.472872	3.115867	0.020339	2.7
109	-0.527700	6.472872	3.002451	0.014241	2.8
110	-0.506971	7.472433	2.897046	0.018240	2.9
111	-0.499114	6.532003	2.996002	0.010849	3.9
112	-0.511116	7.497641	2.894483	0.020651	4.1
113	-0.500126	6.541608	2.994958	0.011880	2.9
114	-0.503115	7.539424	2.890246	0.022644	2.9
115	-0.516413	6.947782	2.951431	0.014987	2.5
116	-0.508075	7.947782	2.849474	0.015901	3.9
117	-0.503284	8.883111	2.760286	0.016173	3.6
118	-0.462910	9.882947	2.670922	0.017279	2.9
119	-0.505600	8.923092	2.756598	0.014785	2.8
120	-0.513783	8.045136	2.839923	0.015663	2.7
121	-0.487588	9.025103	2.747233	0.017627	4.1
122	-0.508200	8.065249	2.837958	0.014726	3.2
123	-0.514617	7.105530	2.934865	0.016328	2.7
124	-0.514637	8.105491	2.834034	0.009231	2.6
125	-0.500350	9.101233	2.740285	0.027162	2.5
126	-0.481931	8.141378	2.830544	0.012931	3.9
127	-0.532209	8.882994	2.760297	0.012782	3.9
128	-0.495944	8.299161	2.815301	0.018750	2.9
129	-0.508063	8.735690	2.773971	0.017044	2.9
130	-0.484013	7.800390	2.864057	0.015425	2.4
131	-0.528980	6.840534	2.962800	0.013681	3.6
132	-0.517017	5.946755	3.061072	0.028930	3.9
133	-0.514726	6.946755	2.951539	0.009867	2.7
134	-0.490917	6.450176	3.004933	0.015417	2.8
135	-0.497176	5.490327	3.113814	0.019179	2.5
136	-0.513503	6.421744	3.008049	0.016745	3.3
137	-0.501404	7.414129	2.902990	0.019165	4.0
138	-0.503343	8.365971	2.808896	0.025098	2.8
139	-0.541609	7.406115	2.903809	0.019265	2.6
140	-0.516091	6.446259	3.005362	0.014542	2.7
141	-0.516339	5.506403	3.111925	0.013293	2.8
142	-0.510762	4.554751	3.227813	0.012124	4.1
143	-0.491930	5.324357	3.133446	0.017529	2.7
144	-0.494192	4.365919	3.251842	0.014460	2.4
145	-0.510802	3.406067	3.379731	0.019260	2.4
146	-0.473864	4.052877	3.292474	0.014636	2.3
147	-0.486163	5.052877	3.166097	0.015741	3.9
148	-0.525297	4.102479	3.285968	0.016525	3.2
149	-0.498378	5.102477	3.160081	0.010657	2.7
150	-0.511927	4.487219	3.236365	0.012972	3.0
151	-0.521993	3.527412	3.363011	0.019121	2.5
152	-0.511406	3.003576	3.436402	0.013135	3.3
153	-0.516344	3.995006	3.300097	0.021294	4.2
154	-0.497746	4.995006	3.173146	0.013548	2.9
155	-0.511758	5.995002	3.055601	0.010185	2.8
156	-0.497532	6.782066	2.969036	0.021882	2.4
157	-0.503545	7.759884	2.868090	0.013230	3.0
158	-0.489221	6.800046	2.967115	0.015436	3.8
159	-0.495072	6.218059	3.030559	0.013915	2.7
160	-0.503063	7.218049	2.923163	0.010808	2.5
161	-0.486596	6.259820	3.025917	0.013520	2.5
162	-0.479983	5.305823	3.135654	0.008920	2.3
163	-0.510470	4.360054	3.252594	0.019530	4.0
164	-0.514206	4.410804	3.246098	0.013487	2.7
165	-0.497978	3.450947	3.373528	0.016681	2.6
166	-0.470942	2.491956	3.511242	0.014724	2.7
