1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.604632	0.000000	10.159133	0.015866	385.0
1	-0.591120	0.000000	10.159133	0.011991	3.3
2	-0.599966	0.000000	10.159133	0.022307	3.1
3	-0.577522	1.000000	9.697354	0.008699	2.9
4	-0.600295	0.154334	10.085016	0.016751	2.8
5	-0.571202	0.000000	10.159133	0.012588	3.2
6	-0.584839	0.787500	9.791935	0.016740	3.2
7	-0.578769	1.787498	9.362230	0.014950	3.7
8	-0.558883	2.274257	9.166428	0.010774	2.8
9	-0.599059	1.944791	9.298049	0.009735	2.8
10	-0.545748	2.936488	8.912828	0.018856	2.7
11	-0.565756	3.936487	8.555407	0.007989	3.4
12	-0.574743	3.404499	8.741904	0.018995	3.4
13	-0.607278	2.559024	9.055630	0.011403	3.2
14	-0.577166	3.559024	8.686900	0.016522	3.2
15	-0.572059	2.713352	8.996695	0.014115	3.0
16	-0.550862	3.587366	8.676887	0.015569	3.7
17	-0.606853	4.584352	8.338761	0.018508	2.9
18	-0.578785	3.738677	8.623816	0.011381	3.1
19	-0.619565	4.560027	8.346697	0.012361	3.2
20	-0.598311	3.939554	8.554355	0.013342	2.9
21	-0.569119	4.936548	8.225528	0.013283	3.4
22	-0.563310	4.091107	8.502686	0.015961	3.4
23	-0.616049	5.091105	8.176802	0.010295	2.8
24	-0.610089	4.245432	8.450709	0.016908	3.6
25	-0.579973	5.209014	8.140016	0.014183	2.7
26	-0.597619	6.209014	7.840850	0.016868	3.8
27	-0.608823	7.106825	7.590391	0.015104	3.0
28	-0.592706	8.097579	7.331943	0.012415	2.6
29	-0.615188	7.650352	7.446394	0.018481	2.8
30	-0.612767	6.804946	7.672800	0.018228	2.6
31	-0.590644	7.804946	7.406429	0.008611	3.0
32	-0.584867	7.514092	7.481978	0.011334	3.2
33	-0.618331	7.125519	7.585346	0.011387	3.2
34	-0.610339	8.125496	7.324916	0.019083	2.8
35	-0.601805	7.279821	7.543959	0.016392	3.5
36	-0.590443	8.279821	7.286308	0.023771	2.7
37	-0.621498	7.434207	7.502998	0.015483	3.6
38	-0.571934	6.588535	7.732987	0.011537	2.9
39	-0.587932	5.742882	7.977517	0.017125	2.7
40	-0.585909	6.742881	7.689965	0.016242	2.8
41	-0.585913	7.742881	7.422422	0.016241	2.9
42	-0.626806	8.742881	7.172869	0.015829	3.6
43	-0.583126	7.897253	7.382771	0.019614	3.2
44	-0.586808	7.051637	7.605324	0.014047	3.2
45	-0.579534	6.224337	7.836437	0.013384	3.0
46	-0.562052	5.378663	8.087665	0.010052	2.5
47	-0.606872	4.533123	8.355492	0.011885	3.3
