1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.650688	0.000000	15.768918	0.010975	834.9
1	-0.643557	0.000000	15.768918	0.012150	2.3
2	-0.639145	0.000000	15.768918	0.020396	2.2
3	-0.661914	0.000000	15.768918	0.014161	2.2
4	-0.668614	0.000000	15.768918	0.011043	3.0
5	-0.674756	0.000000	15.768918	0.015767	2.7
6	-0.678537	0.000000	15.768918	0.016403	2.3
7	-0.677768	0.000000	15.768918	0.014291	2.2
8	-0.697506	0.667744	15.282961	0.011896	2.3
9	-0.673292	0.303257	15.544444	0.012276	2.1
10	-0.675656	1.176822	14.932134	0.015680	2.9
11	-0.653840	0.812334	15.181653	0.010034	2.4
12	-0.657143	0.447963	15.439568	0.011579	2.2
13	-0.677902	0.083477	15.706483	0.017019	2.2
14	-0.697578	0.000000	15.768918	0.011298	2.4
15	-0.677157	0.000000	15.768918	0.008277	2.2
16	-0.645707	0.998899	15.052903	0.005334	2.9
17	-0.683842	0.636034	15.305360	0.008908	2.1
18	-0.654216	0.271722	15.567488	0.015035	2.0
19	-0.639072	0.000000	15.768918	0.008066	2.1
20	-0.650899	0.999910	15.052211	0.009551	2.3
21	-0.680791	1.998705	14.398519	0.017706	2.4
22	-0.697567	2.825357	13.898943	0.011233	2.3
23	-0.709346	2.460943	14.114833	0.012198	2.7
24	-0.684183	3.460934	13.537802	0.007966	2.1
25	-0.644683	4.331932	13.072326	0.012001	2.2
26	-0.685136	5.295396	12.593356	0.010750	2.2
27	-0.645636	6.295396	12.131983	0.008977	2.1
28	-0.695994	5.933042	12.295205	0.011211	2.2
29	-0.670834	6.007075	12.261501	0.012765	2.2
30	-0.669755	7.006861	11.823791	0.011443	2.6
31	-0.707310	7.975354	11.428584	0.014109	2.1
32	-0.674361	7.670636	11.550050	0.017545	2.2
33	-0.665752	8.670636	11.160775	0.007329	2.1
34	-0.683326	9.555376	10.837611	0.014769	2.2
35	-0.670937	9.191109	10.968371	0.009648	2.2
36	-0.698820	8.890257	11.078770	0.014258	2.2
37	-0.672526	8.538947	11.210531	0.015471	3.1
38	-0.670708	9.538947	10.843441	0.015373	2.6
39	-0.697647	10.538947	10.499630	0.007300	2.3
40	-0.679025	11.538500	10.177091	0.014184	2.3
41	-0.658386	11.174013	10.292384	0.013358	2.2
42	-0.652041	12.174013	9.982129	0.010211	2.2
43	-0.683431	12.541541	9.872751	0.010491	2.8
44	-0.684391	13.534553	9.588868	0.010116	2.3
45	-0.703814	13.170066	9.691151	0.017474	2.2
46	-0.686479	14.159279	9.418489	0.011048	2.2
47	-0.719356	13.794793	9.517151	0.008859	2.2
48	-0.693449	13.430514	9.617843	0.009034	2.2
49	-0.654519	13.066062	9.720739	0.011133	2.2
50	-0.669447	14.017736	9.456559	0.018114	2.9
51	-0.680244	13.655388	9.555434	0.011343	2.2
52	-0.717289	14.655318	9.287458	0.015754	2.1
53	-0.665282	15.655316	9.034086	0.014036	2.2
54	-0.691914	16.655240	8.794189	0.006938	2.1
55	-0.674701	16.291372	8.879997	0.012693	2.2
56	-0.702388	17.289955	8.648411	0.011232	2.1
57	-0.677865	18.285589	8.429230	0.009137	2.9
58	-0.670591	19.285589	8.219994	0.016625	2.3
59	-0.662535	18.921449	8.294972	0.007144	2.1
60	-0.678552	18.557211	8.371351	0.010356	2.1
61	-0.668778	18.432292	8.397870	0.011133	2.3
62	-0.659185	19.432241	8.190179	0.011025	2.3
63	-0.659266	19.068984	8.264429	0.007134	2.3
64	-0.662171	19.844986	8.107416	0.015161	2.8
65	-0.677950	19.497157	8.177050	0.013608	2.2
66	-0.677998	20.496811	7.980066	0.013784	2.2
67	-0.667372	21.064432	7.872382	0.009918	2.0
68	-0.707912	20.699945	7.941192	0.011544	2.2
69	-0.672058	21.699890	7.755226	0.006991	2.2
70	-0.681154	21.335753	7.821930	0.016317	2.1
71	-0.691892	22.335378	7.641500	0.014625	3.0
72	-0.641269	23.333081	7.469530	0.011028	2.5
73	-0.704802	22.968594	7.531450	0.011151	2.5
74	-0.693814	22.605274	7.594202	0.015958	2.3
75	-0.647112	23.605274	7.423949	0.008581	2.2
76	-0.699439	23.240800	7.485111	0.015359	2.1
77	-0.689788	24.223086	7.322527	0.016402	2.6
78	-0.672408	23.867411	7.380575	0.009368	2.8
79	-0.677947	24.695867	7.246767	0.011828	2.5
80	-0.701077	24.331379	7.305034	0.010197	2.2
81	-0.685280	23.970737	7.363617	0.013332	2.2
82	-0.691478	23.606383	7.423764	0.015226	2.1
83	-0.665188	24.606318	7.260996	0.013071	2.1
84	-0.692321	24.291866	7.311407	0.010668	2.8
85	-0.678341	23.932968	7.369807	0.009942	2.1
86	-0.676641	23.568585	7.430060	0.012795	2.3
87	-0.666911	23.222543	7.488201	0.012938	2.4
88	-0.619403	24.222543	7.322615	0.008347	3.0
89	-0.642397	23.941172	7.368461	0.012005	2.7
90	-0.654153	23.606641	7.423722	0.014546	3.6
91	-0.709302	23.242153	7.484882	0.009269	2.5
92	-0.690219	24.242153	7.319441	0.014934	2.4
93	-0.660864	23.877666	7.378888	0.008050	2.5
94	-0.682724	24.877649	7.218053	0.009305	2.6
95	-0.678231	24.513313	7.275833	0.010925	2.7
96	-0.698734	24.148969	7.334548	0.015037	3.2
97	-0.703618	25.146999	7.175922	0.009322	2.1
98	-0.679273	26.125102	7.026983	0.011511	2.1
99	-0.698942	25.760615	7.081756	0.013453	2.1
100	-0.667985	26.760615	6.933480	0.009236	2.1
101	-0.677717	27.760615	6.791286	0.012098	2.2
102	-0.666486	27.396159	6.842429	0.015143	2.2
103	-0.692984	28.396159	6.703907	0.016449	2.9
104	-0.696608	29.396159	6.570883	0.008058	2.5
105	-0.679219	30.137802	6.475587	0.010742	2.4
106	-0.682755	31.137665	6.351402	0.010583	2.4
107	-0.657103	32.137665	6.231875	0.011687	2.1
108	-0.669351	31.773177	6.274917	0.008857	2.2
109	-0.679851	31.409475	6.318462	0.014268	2.4
110	-0.663923	31.264837	6.335948	0.016670	2.8
111	-0.701075	30.900349	6.380444	0.014084	2.2
112	-0.680170	30.535861	6.425570	0.010599	2.1
113	-0.684571	31.535857	6.303262	0.009977	2.1
114	-0.662560	31.171863	6.347239	0.015625	2.2
115	-0.674403	30.807397	6.391892	0.015758	2.2
116	-0.698928	31.807397	6.270850	0.014643	2.8
117	-0.681217	32.807397	6.154308	0.009220	2.9
118	-0.640873	32.443805	6.196177	0.010331	2.5
