1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.669990	0.000000	22.702019	0.011044	693.6
1	-0.638434	0.000000	22.702019	0.009062	2.1
2	-0.657905	0.000000	22.702019	0.010029	2.0
3	-0.655356	0.000000	22.702019	0.009200	2.0
4	-0.672470	0.000000	22.702019	0.005739	2.1
5	-0.678341	0.000000	22.702019	0.009066	2.0
6	-0.676572	0.997796	21.672280	0.011867	2.0
7	-0.661465	1.997783	20.729929	0.014031	2.7
8	-0.693753	2.997074	19.866689	0.008090	2.0
9	-0.669919	2.405355	20.368945	0.010131	2.0
10	-0.693995	1.864128	20.851108	0.004281	1.9
11	-0.665836	1.273279	21.404231	0.010279	2.0
12	-0.642528	2.273273	20.484545	0.005188	2.1
13	-0.694006	1.686779	21.014107	0.009193	2.2
14	-0.695179	2.685742	20.127822	0.012140	2.6
15	-0.668227	2.093995	20.643566	0.012324	2.1
16	-0.654210	3.093808	19.786926	0.013213	2.0
17	-0.674418	2.502061	20.285132	0.006451	2.0
18	-0.662785	3.502059	19.457238	0.013082	2.0
19	-0.661633	4.499676	18.696018	0.010515	2.2
20	-0.671812	3.907930	19.140186	0.008911	2.2
21	-0.676065	4.907930	18.401409	0.011444	3.1
22	-0.677886	4.316183	18.831528	0.007665	2.1
23	-0.693553	5.316182	18.115941	0.006876	2.0
24	-0.681518	5.273851	18.145128	0.009254	1.9
25	-0.655182	5.115625	18.255064	0.009436	1.9
26	-0.691044	4.525333	18.677226	0.012792	2.0
27	-0.659605	5.525333	17.973098	0.008192	2.2
28	-0.676842	6.525333	17.320132	0.009720	2.9
29	-0.681736	5.933595	17.700660	0.010021	2.4
30	-0.673163	6.933595	17.066991	0.007348	2.1
31	-0.695844	6.341847	17.436364	0.010702	2.0
32	-0.661293	7.331818	16.827102	0.006279	2.0
33	-0.668333	8.331161	16.253786	0.007312	2.0
34	-0.686271	9.301089	15.733507	0.011674	2.2
35	-0.676270	10.295339	15.233655	0.006065	2.9
36	-0.676087	11.293223	14.762924	0.009915	2.1
37	-0.690994	12.229795	14.346836	0.011973	2.1
38	-0.677433	11.638090	14.606934	0.006009	2.0
39	-0.687470	12.522298	14.221650	0.009930	2.0
40	-0.689376	11.930566	14.477201	0.013188	2.1
41	-0.661836	11.338819	14.742110	0.005553	2.1
42	-0.656095	12.330590	14.303449	0.006654	2.3
43	-0.703844	11.740993	14.561025	0.006766	2.4
44	-0.686175	11.295090	14.762071	0.010411	2.1
45	-0.683707	10.732272	15.023897	0.015343	1.9
46	-0.692311	11.732272	14.564904	0.011004	2.0
47	-0.701052	12.732272	14.133125	0.009774	1.9
48	-0.695384	13.349028	13.879356	0.007475	1.9
49	-0.679603	14.349028	13.486719	0.009861	2.0
50	-0.663228	15.348382	13.115918	0.013326	2.6
51	-0.693735	15.779097	12.962319	0.006615	2.2
52	-0.695557	15.187352	13.174283	0.012444	1.9
53	-0.656990	14.597791	13.392471	0.008421	1.9
54	-0.676704	15.568432	13.036993	0.011393	1.9
55	-0.673763	14.982981	13.249108	0.012190	1.9
56	-0.684918	14.391234	13.470635	0.006916	1.9
57	-0.687837	13.799676	13.699622	0.011242	1.9
58	-0.687457	13.207932	13.936604	0.012181	2.7
59	-0.698767	14.207929	13.540768	0.007855	1.9
60	-0.679496	13.616183	13.772241	0.014171	1.9
61	-0.673530	13.024436	14.011765	0.006675	1.9
62	-0.635429	14.024436	13.611708	0.011102	1.9
63	-0.655623	13.432693	13.845632	0.008916	1.9
64	-0.660765	12.841063	14.087690	0.008007	1.9
65	-0.690190	12.249316	14.338412	0.010734	2.0
66	-0.681176	11.657571	14.598220	0.008322	3.0
67	-0.650669	12.638347	14.172587	0.011131	2.0
68	-0.672762	13.638346	13.763429	0.009170	1.9
69	-0.658957	14.638346	13.377231	0.008643	1.9
70	-0.648814	14.051498	13.601199	0.010937	1.9
71	-0.693352	15.023998	13.234023	0.013335	1.9
72	-0.658547	16.023998	12.876578	0.011683	1.9
73	-0.691130	15.432250	13.085725	0.012973	2.5
74	-0.685308	16.317499	12.775304	0.009219	2.4
75	-0.653183	17.317498	12.441898	0.010087	2.3
76	-0.690877	16.726856	12.636685	0.009531	1.9
77	-0.683301	17.240197	12.467049	0.009687	2.0
78	-0.675274	18.239885	12.149434	0.008602	1.9
79	-0.679683	19.229608	11.850536	0.009385	2.0
80	-0.699298	18.637861	12.027450	0.008504	2.5
81	-0.693522	19.268280	11.839155	0.011577	2.5
82	-0.707445	18.676534	12.015727	0.005128	2.0
83	-0.681601	19.672569	11.721473	0.012287	1.9
84	-0.679261	19.092237	11.891140	0.008894	1.9
85	-0.657702	18.500489	12.069279	0.012330	1.8
86	-0.666829	17.921520	12.248813	0.010596	2.0
87	-0.659248	18.921502	11.941996	0.010785	2.2
88	-0.634456	18.329755	12.121672	0.008052	2.7
89	-0.641108	17.858373	12.268717	0.009878	2.0
90	-0.656427	17.267355	12.458201	0.006847	1.9
91	-0.687300	18.267354	12.140935	0.015179	1.9
92	-0.666848	17.729188	12.309641	0.011162	2.0
93	-0.672240	18.729188	11.999802	0.014726	1.9
94	-0.648006	19.729188	11.705178	0.013343	1.9
95	-0.674073	20.729188	11.424675	0.006301	2.1
96	-0.681570	21.729188	11.157301	0.010852	2.6
97	-0.692091	21.137442	11.313985	0.005444	2.0
98	-0.680997	21.268976	11.278778	0.007005	2.0
99	-0.691575	20.707943	11.430494	0.006955	1.9
100	-0.665541	20.124087	11.592778	0.009740	1.9
101	-0.680573	21.124087	11.317572	0.009632	2.0
102	-0.680153	20.536881	11.477569	0.008045	1.9
103	-0.670996	21.345309	11.258447	0.007841	2.3
104	-0.676210	21.169241	11.305454	0.005604	2.5
105	-0.664533	20.578744	11.466013	0.008872	1.9
106	-0.659360	21.070724	11.331928	0.008469	1.9
107	-0.648326	20.482427	11.492635	0.011172	1.9
108	-0.689367	21.482427	11.222109	0.011596	1.9
109	-0.669030	20.890679	11.380632	0.012722	1.9
110	-0.662278	21.890679	11.115292	0.008224	1.9
111	-0.676251	22.890658	10.862047	0.011124	2.8
112	-0.694526	22.300646	11.010053	0.007631	2.3
113	-0.677159	22.846751	10.872924	0.004970	2.0
114	-0.656794	22.336746	11.000881	0.008191	1.9
115	-0.643804	23.324986	10.755613	0.011459	1.9
116	-0.702957	24.324982	10.518314	0.008606	1.9
117	-0.678279	25.324982	10.291259	0.008980	1.9
118	-0.646721	26.324942	10.073809	0.011742	2.0
119	-0.643705	27.300209	9.870400	0.007162	2.9
120	-0.680552	26.710327	9.992436	0.012888	2.2
121	-0.682479	27.649801	9.799473	0.014524	2.0
122	-0.706612	28.433430	9.644130	0.007850	2.0
123	-0.621572	29.433430	9.452905	0.007932	2.1
124	-0.639085	28.841791	9.565114	0.008871	2.2
125	-0.653088	28.250044	9.680040	0.013326	2.2
126	-0.704467	27.658297	9.797762	0.008489	2.9
127	-0.674501	28.658191	9.600479	0.007808	2.0
128	-0.652268	28.114843	9.706687	0.005511	1.9
129	-0.695372	27.523161	9.825048	0.008236	2.0
130	-0.659887	28.507960	9.629611	0.009990	2.0
131	-0.647914	27.918744	9.745598	0.011126	1.9
132	-0.652761	27.329894	9.864338	0.009686	1.9
133	-0.662865	28.329894	9.664371	0.008437	2.3
134	-0.649315	27.738146	9.781710	0.009010	2.5
135	-0.657248	28.738145	9.585046	0.010110	2.0
136	-0.652252	29.738145	9.396134	0.010321	1.9
137	-0.676555	30.738129	9.214527	0.009900	1.9
138	-0.697357	31.738129	9.039805	0.008506	1.9
139	-0.692767	32.738129	8.871585	0.009929	1.9
140	-0.658458	33.737477	8.709616	0.008429	2.1
141	-0.674379	33.466655	8.752922	0.010934	2.8
142	-0.676954	34.466655	8.595117	0.004859	2.1
143	-0.673784	35.466655	8.442902	0.012188	1.9
144	-0.682434	34.895525	8.529170	0.006552	1.8
145	-0.686745	35.894331	8.379436	0.007970	1.9
146	-0.665503	36.761284	8.253667	0.010098	2.1
147	-0.685605	36.609064	8.275476	0.011657	1.9
148	-0.653775	37.608885	8.134303	0.009944	2.0
149	-0.677197	37.017197	8.217260	0.010823	2.7
150	-0.659550	36.441224	8.299656	0.006990	2.0
151	-0.693629	37.441145	8.157650	0.010442	2.0
152	-0.694622	36.849398	8.241095	0.009866	1.9
153	-0.651542	36.257761	8.326250	0.009368	1.9
154	-0.692862	37.233800	8.186696	0.008478	1.9
155	-0.671772	38.233736	8.048495	0.005380	1.9
156	-0.663767	39.225426	7.915966	0.012109	2.4
157	-0.663409	38.636279	7.994167	0.014207	2.3
158	-0.661386	38.044532	8.074285	0.011637	2.0
159	-0.655443	37.452785	8.156025	0.009481	1.9
160	-0.674330	36.864991	8.238875	0.015775	1.9
161	-0.663430	37.864991	8.098912	0.010163	1.8
162	-0.663862	38.864991	7.963626	0.008784	1.8
163	-0.683121	38.466954	8.016930	0.006836	2.1
164	-0.677133	39.466390	7.884420	0.011928	3.0
165	-0.671514	40.466389	7.756148	0.010204	2.1
166	-0.707752	41.466389	7.631983	0.010221	2.1
167	-0.685955	41.512969	7.626296	0.007272	1.9
168	-0.672654	42.512074	7.506327	0.007187	1.8
169	-0.690104	43.473418	7.394403	0.011596	2.0
170	-0.658472	44.473290	7.281479	0.008490	2.0
171	-0.682247	43.881551	7.347889	0.011046	1.9
172	-0.676154	44.881551	7.236357	0.011406	2.8
173	-0.697930	44.289803	7.301943	0.007946	2.1
174	-0.649714	43.698104	7.368723	0.009336	1.9
175	-0.646594	44.698098	7.256563	0.004913	1.9
176	-0.687811	44.106351	7.322518	0.011748	1.9
177	-0.672337	43.514604	7.389682	0.010260	1.8
178	-0.692162	42.922856	7.458090	0.012554	2.0
179	-0.683481	43.922856	7.343214	0.007753	2.4
180	-0.644015	44.922854	7.231823	0.011587	2.3
181	-0.662051	44.331107	7.297326	0.006965	2.1
182	-0.656257	43.740951	7.363846	0.010418	1.9
183	-0.683159	43.149204	7.431774	0.008044	2.0
184	-0.687100	42.559638	7.500710	0.010856	2.1
185	-0.654048	43.559315	7.384564	0.008138	2.0
186	-0.654895	44.518843	7.276417	0.008015	1.9
187	-0.656876	45.518843	7.167028	0.010748	2.5
188	-0.666675	44.927109	7.231356	0.010810	2.0
189	-0.652610	44.335362	7.296851	0.007195	1.9
190	-0.693288	43.743615	7.363543	0.007354	1.9
191	-0.672832	43.557526	7.384769	0.005969	1.9
192	-0.695347	42.970646	7.452518	0.010750	2.1
193	-0.686143	43.970488	7.337830	0.005342	2.0
194	-0.707970	43.380388	7.405087	0.011419	1.8
195	-0.663436	42.861264	7.465283	0.010514	2.6
196	-0.665701	43.861261	7.350187	0.008698	1.9
197	-0.670693	43.269513	7.417862	0.013943	1.8
198	-0.681390	42.677766	7.486795	0.007498	1.8
199	-0.664197	42.086019	7.557022	0.013661	1.8
200	-0.683748	43.086019	7.439102	0.007839	1.8
201	-0.666517	44.085948	7.324813	0.012905	1.9
202	-0.669506	45.085935	7.213977	0.006226	1.9
203	-0.682858	44.494188	7.279156	0.005972	2.6
204	-0.732587	45.494187	7.169686	0.011699	2.0
205	-0.674789	44.904406	7.233847	0.007810	1.9
206	-0.647779	45.902962	7.125879	0.008157	1.9
207	-0.657585	46.902961	7.020937	0.008810	1.8
208	-0.674872	46.655353	7.046632	0.011649	1.8
209	-0.634084	46.064538	7.108711	0.007900	1.9
210	-0.691608	47.064534	7.004270	0.009813	1.9
211	-0.685271	46.683786	7.043672	0.009240	2.9
212	-0.644278	47.683786	6.941120	0.011268	2.1
213	-0.680281	48.683786	6.841511	0.008818	2.0
214	-0.660652	49.683769	6.744722	0.003710	1.9
215	-0.661284	49.624491	6.750384	0.007416	1.9
216	-0.646749	49.032753	6.807421	0.007625	2.0
217	-0.672201	48.441108	6.865420	0.009621	1.9
218	-0.671538	48.582388	6.851481	0.008297	2.3
219	-0.648030	47.990641	6.910248	0.004045	2.9
220	-0.679726	47.400545	6.969863	0.009789	2.4
221	-0.676397	48.400507	6.869437	0.007569	2.2
222	-0.681987	47.808760	6.928513	0.007015	2.0
223	-0.671765	48.803856	6.829743	0.012243	1.9
224	-0.688251	49.803644	6.733303	0.008802	1.9
225	-0.699134	49.211923	6.790049	0.007206	2.3
226	-0.663900	49.403019	6.771619	0.011096	2.3
227	-0.654058	50.403019	6.676782	0.009054	2.0
228	-0.644477	49.811358	6.732570	0.009437	1.9
229	-0.686267	50.811351	6.638817	0.011415	2.2
230	-0.687161	51.242986	6.599151	0.005627	1.9
231	-0.691298	50.651249	6.653651	0.008878	1.9
232	-0.683657	50.115543	6.703772	0.010663	1.9
233	-0.662588	51.115543	6.610814	0.009146	2.6
234	-0.640533	50.523796	6.665508	0.004245	2.1
235	-0.662360	51.328764	6.591325	0.011615	2.0
236	-0.679987	51.746047	6.553516	0.010334	1.9
237	-0.704201	52.745978	6.464656	0.006883	1.9
238	-0.667647	53.678087	6.383966	0.012378	1.9
239	-0.678386	54.677924	6.299623	0.011801	1.9
240	-0.673235	54.086179	6.349270	0.007573	1.9
241	-0.677227	53.494545	6.399696	0.012185	2.7
242	-0.686838	54.494477	6.314931	0.013746	2.0
243	-0.657098	55.494477	6.232377	0.006551	2.0
244	-0.659389	54.902730	6.280965	0.012188	2.2
245	-0.692531	55.902717	6.199292	0.013239	2.1
246	-0.658354	56.902717	6.119715	0.006894	2.1
247	-0.677719	56.776386	6.129655	0.009689	2.0
248	-0.685640	56.184722	6.176642	0.010141	2.7
249	-0.673853	55.593093	6.224352	0.009473	2.4
