1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.572643	0.000000	3.312138	0.017403	838.3
1	-0.565617	0.000000	3.312138	0.014730	2.1
2	-0.570615	0.000000	3.312138	0.018859	2.7
3	-0.569729	0.000000	3.312138	0.012365	2.1
4	-0.591501	0.000000	3.312138	0.016024	2.0
5	-0.582642	0.951679	3.168546	0.015717	2.1
6	-0.557594	0.605387	3.219331	0.021556	2.0
7	-0.559463	0.000000	3.312138	0.015973	2.0
8	-0.595841	0.000000	3.312138	0.016499	2.0
9	-0.565042	0.957684	3.167679	0.021504	2.9
10	-0.563844	1.875537	3.040580	0.014434	2.2
11	-0.559437	1.709709	3.062782	0.014643	2.2
12	-0.586529	1.019260	3.158821	0.028167	2.0
13	-0.599695	1.637098	3.072607	0.022679	2.0
14	-0.592416	2.637062	2.942620	0.020138	2.1
15	-0.591334	3.637062	2.823181	0.028293	2.8
16	-0.574453	4.637061	2.713060	0.019709	2.3
17	-0.591266	5.601944	2.614655	0.018524	2.1
18	-0.591547	4.944856	2.680874	0.019155	2.0
19	-0.595736	4.139380	2.766771	0.025296	2.1
20	-0.578004	3.175843	2.877041	0.010753	2.0
21	-0.582205	4.175673	2.762782	0.019694	2.2
22	-0.611806	3.212991	2.872627	0.017238	2.5
23	-0.572945	2.249449	2.991679	0.013107	2.3
24	-0.564076	3.190285	2.875324	0.020933	2.1
25	-0.606549	2.307103	2.984279	0.024510	2.1
26	-0.533581	2.872594	2.913588	0.020443	2.1
27	-0.562919	1.909054	3.036131	0.018869	2.3
28	-0.606679	2.873496	2.913478	0.030226	2.1
29	-0.577200	2.719641	2.932376	0.026377	2.2
30	-0.554240	3.719641	2.813750	0.013494	2.7
31	-0.556304	2.756102	2.927875	0.009360	2.1
32	-0.586591	1.882792	3.039616	0.009156	2.0
33	-0.575969	1.753376	3.056904	0.027652	2.1
34	-0.582457	0.794911	3.191337	0.016218	2.2
35	-0.586006	0.000000	3.312138	0.020802	2.3
36	-0.572756	0.999587	3.161646	0.020520	2.2
37	-0.581044	0.036046	3.306463	0.019153	2.9
38	-0.560406	0.563846	3.225533	0.022171	2.2
39	-0.570257	1.563841	3.082582	0.014151	2.1
40	-0.561873	0.600319	3.220087	0.012879	2.0
41	-0.564173	1.600086	3.077639	0.016437	2.1
42	-0.582177	1.506851	3.090388	0.008950	2.0
43	-0.576832	1.925931	3.033896	0.021236	2.2
44	-0.573649	0.962660	3.166961	0.018291	2.8
45	-0.549170	1.962034	3.029126	0.017035	2.3
46	-0.573169	2.180616	3.000563	0.017887	2.1
47	-0.588825	1.219930	3.130293	0.016285	2.0
48	-0.603082	0.256630	3.272151	0.018169	2.0
49	-0.559500	0.719191	3.202463	0.016902	2.0
50	-0.564113	1.719085	3.061518	0.022701	2.1
51	-0.568039	2.719085	2.932444	0.016473	2.9
52	-0.568479	1.843072	3.044901	0.021808	2.2
53	-0.568401	2.843051	2.917198	0.018122	2.1
54	-0.566631	1.881402	3.039800	0.013381	2.1
55	-0.593008	2.881198	2.912538	0.013679	2.1
56	-0.577013	3.832385	2.800975	0.015150	2.0
57	-0.562630	4.827936	2.693010	0.017909	2.0
58	-0.568567	3.864405	2.797368	0.017866	2.7
59	-0.583201	4.833350	2.692446	0.017588	2.2
60	-0.565781	5.815487	2.593833	0.019188	2.1
61	-0.581997	4.886447	2.686923	0.016462	1.9
62	-0.549823	5.792593	2.596049	0.017196	2.0
63	-0.579456	4.836759	2.692091	0.017212	2.1
64	-0.547359	5.836756	2.591777	0.018262	2.1
65	-0.570255	6.730174	2.508275	0.028983	2.2
66	-0.572945	7.730174	2.420970	0.025999	2.9
67	-0.591070	8.664645	2.344707	0.008526	2.1
68	-0.570452	7.782275	2.416588	0.021930	2.1
69	-0.551823	8.781410	2.335514	0.017939	1.9
70	-0.585540	8.047109	2.394555	0.026690	2.1
71	-0.564459	7.083567	2.476712	0.023976	2.2
72	-0.606328	6.120026	2.564706	0.027293	2.1
73	-0.581244	7.118433	2.473641	0.015788	3.0
74	-0.556944	8.118433	2.388690	0.013876	2.1
75	-0.545092	7.730760	2.420921	0.012743	2.1
76	-0.573271	7.425145	2.446950	0.012302	2.0
77	-0.539389	6.607710	2.519401	0.018527	2.0
78	-0.569831	7.606423	2.431443	0.021353	2.1
79	-0.582462	8.606423	2.349318	0.014038	2.2
80	-0.568421	9.605389	2.272636	0.015407	3.0
81	-0.586139	10.605115	2.200748	0.022879	2.4
82	-0.552393	9.648453	2.269442	0.023238	2.6
83	-0.575783	8.686075	2.343014	0.011090	4.8
84	-0.565115	9.686071	2.266660	0.018616	2.1
85	-0.586257	8.724080	2.340019	0.020021	2.2
