1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.053987	627.201626	0.001197	693.4
1	-0.229240	623.504937	0.012337	3.3
2	-0.000035	619.865785	0.000008	4.6
3	-0.911170	616.282728	0.005611	3.9
4	-0.839823	612.754375	0.009925	3.3
5	-0.277352	609.279381	0.006065	3.0
6	-0.386438	605.856447	0.011600	4.6
7	-0.028404	602.484317	0.000982	4.2
8	-1.184394	599.161779	0.013379	3.8
9	-0.101392	595.887656	0.002150	4.8
10	-1.143822	592.660813	0.011293	4.1
11	-1.173721	589.480151	0.007401	4.3
12	-0.671285	586.344606	0.009597	3.6
13	-1.036434	583.253145	0.005228	4.7
14	-0.572436	580.204771	0.002840	4.2
15	-0.755967	577.198517	0.007944	3.9
16	-0.905694	574.233444	0.014492	3.9
17	-0.103542	571.308645	0.001882	4.8
18	-0.583695	568.423237	0.011402	4.0
19	-0.764414	565.576365	0.009790	4.4
20	-1.011196	562.767201	0.011119	4.2
21	-0.655783	559.994938	0.012146	4.8
22	-0.861348	557.258797	0.009969	4.4
23	-0.000000	554.558018	0.000000	4.3
24	-0.000136	551.891865	0.000027	4.4
25	-1.435181	549.259621	0.006430	4.1
26	-0.344130	546.660592	0.008107	4.6
27	-0.746201	544.094102	0.004110	4.1
28	-0.000000	541.559494	0.000000	5.0
29	-0.115212	539.056129	0.002935	3.3
30	-1.097959	536.583387	0.025444	4.1
31	-1.243470	534.140663	0.014812	4.7
32	-0.924426	531.727370	0.017523	5.2
33	-0.870205	529.342935	0.003075	3.6
34	-0.000000	526.986802	0.000000	4.3
35	-0.566346	524.658430	0.015214	5.0
36	-0.025608	522.357290	0.000583	4.2
37	-1.018417	520.082868	0.010775	4.7
38	-0.606137	517.834665	0.011930	4.3
39	-1.327777	515.612193	0.020701	6.8
40	-1.018134	513.414976	0.011199	5.8
41	-1.204939	511.242551	0.013983	4.0
42	-0.796539	509.094468	0.010649	5.7
43	-1.158613	506.970285	0.020550	3.9
44	-1.212950	504.869574	0.019370	5.1
45	-0.000000	502.791916	0.000000	5.5
46	-0.102058	500.736903	0.000893	5.8
47	-0.648658	498.704137	0.008483	5.2
48	-0.000008	496.693228	0.000002	4.3
49	-1.088174	494.703798	0.013275	4.4
50	-0.750193	492.735476	0.005140	5.2
51	-0.000000	490.787900	0.000000	5.3
52	-0.769125	488.860718	0.005150	5.5
53	-0.873890	486.953585	0.007865	4.3
54	-0.835073	485.066164	0.014126	4.2
55	-0.028884	483.198126	0.000765	5.0
56	-1.421996	481.349149	0.015347	4.4
57	-1.352666	479.518920	0.010467	4.9
58	-0.172998	477.707132	0.001547	5.5
59	-0.791909	475.913485	0.006310	4.9
60	-0.055667	474.137684	0.001593	4.4
61	-1.034369	472.379445	0.007698	5.0
62	-0.163464	470.638485	0.003830	5.5
63	-1.396006	468.914531	0.014367	4.6
64	-1.016081	467.207315	0.010084	4.4
65	-0.000000	465.516573	0.000000	4.1
66	-1.084354	463.842050	0.008074	4.2
67	-0.827191	462.183494	0.013571	4.4
68	-0.747566	460.540658	0.007658	4.5
69	-1.260840	458.913303	0.011778	5.4
70	-0.465825	457.301192	0.009747	5.1
71	-0.811553	455.704096	0.009926	4.5
72	-0.952708	454.121787	0.015621	5.3
73	-0.915138	452.554045	0.007778	4.8
74	-0.315149	451.000653	0.002919	4.8
75	-1.009796	449.461399	0.006515	4.7
76	-0.662054	447.936075	0.009920	4.4
77	-0.527175	446.424477	0.020284	4.6
78	-0.336124	444.926406	0.008654	4.5
79	-0.461008	443.441666	0.005714	6.1
80	-0.000000	441.970065	0.000000	4.6
81	-0.000000	440.511415	0.000000	4.6
82	-1.448194	439.065533	0.017329	5.2
83	-0.797462	437.632238	0.016898	4.9
84	-1.043706	436.211351	0.014341	4.5
85	-0.000000	434.802701	0.000000	4.5
86	-0.904360	433.406117	0.012731	5.9
87	-0.893600	432.021430	0.008973	4.6
88	-1.075865	430.648479	0.005249	4.5
89	-0.000004	429.287101	0.000001	5.1
90	-0.500517	427.937140	0.007843	5.3
91	-0.087959	426.598440	0.004460	4.9
92	-1.094121	425.270849	0.008040	5.5
93	-0.034433	423.954220	0.001412	4.7
94	-0.323116	422.648404	0.004532	4.5
95	-1.097081	421.353259	0.009535	4.6
96	-0.520084	420.068643	0.003272	5.7
97	-0.409256	418.794419	0.007312	4.5
98	-1.225988	417.530451	0.012799	4.9
99	-0.529064	416.276604	0.003150	5.7
100	-0.957451	415.032748	0.010889	4.7
101	-1.205978	413.798754	0.018504	4.2
102	-0.875521	412.574495	0.015550	5.6
103	-1.493015	411.359849	0.022789	3.7
104	-0.005238	410.154691	0.000181	4.5
105	-1.038155	408.958904	0.011781	4.6
106	-1.114930	407.772368	0.012604	5.6
107	-1.009152	406.594968	0.016084	4.5
108	-1.383761	405.426590	0.012803	4.8
109	-0.928745	404.267122	0.010664	5.4
110	-1.324403	403.116456	0.013028	4.5
111	-1.442655	401.974481	0.008147	4.6
112	-0.220368	400.841093	0.004921	5.0
113	-0.257022	399.716187	0.005141	5.6
114	-1.216136	398.599660	0.008790	5.0
115	-0.907641	397.491411	0.004731	4.1
116	-0.000000	396.391342	0.000000	5.6
117	-1.126754	395.299353	0.014376	4.9
118	-0.603398	394.215350	0.004626	4.7
119	-0.117134	393.139238	0.002971	5.5
120	-0.362969	392.070924	0.003361	4.0
121	-0.352790	391.010316	0.004392	4.8
122	-0.947273	389.957325	0.012194	5.0
123	-0.822275	388.911862	0.006298	5.2
124	-0.004056	387.873839	0.000364	4.6
125	-1.398807	386.843173	0.017761	4.6
126	-1.329046	385.819777	0.011353	5.7
127	-0.000000	384.803569	0.000000	4.7
128	-0.543498	383.794468	0.004703	4.7
129	-0.000009	382.792393	0.000002	5.0
130	-0.431233	381.797264	0.009957	4.6
131	-0.309738	380.809005	0.003811	4.6
132	-0.000000	379.827537	0.000000	4.9
133	-1.011588	378.852786	0.004104	5.3
134	-0.327444	377.884678	0.003614	5.4
135	-0.592664	376.923138	0.005804	4.9
136	-0.858032	375.968095	0.013279	5.4
137	-0.378735	375.019479	0.002832	4.6
138	-0.668643	374.077218	0.004708	4.7
139	-0.998943	373.141244	0.018087	5.6
140	-0.459663	372.211489	0.005952	4.5
141	-1.294313	371.287887	0.016849	4.5
142	-0.853331	370.370370	0.008770	5.1
143	-1.038741	369.458876	0.025078	5.1
144	-1.344141	368.553338	0.006448	4.6
145	-0.000953	367.653696	0.000188	4.0
146	-1.217471	366.759885	0.012720	5.9
147	-0.001406	365.871846	0.000232	4.7
148	-0.019306	364.989518	0.001216	4.5
149	-1.252104	364.112841	0.005681	5.0
150	-1.526471	363.241757	0.018242	4.6
151	-0.714123	362.376208	0.006213	4.6
152	-1.273221	361.516137	0.011102	5.0
153	-0.000000	360.661488	0.000000	5.6
154	-0.608682	359.812206	0.008769	5.2
155	-0.013025	358.968236	0.000521	4.6
156	-0.973308	358.129524	0.012353	5.5
157	-0.635339	357.296018	0.005556	4.6
158	-0.000000	356.467665	0.000000	4.6
159	-1.511776	355.644414	0.014590	5.5
160	-1.086425	354.826213	0.011630	4.7
161	-1.188110	354.013012	0.013813	4.6
162	-0.454677	353.204763	0.009182	5.3
163	-0.225146	352.401415	0.006974	4.0
164	-0.566610	351.602922	0.007645	4.6
165	-0.139129	350.809235	0.002516	4.6
166	-1.462614	350.020308	0.007566	5.2
167	-0.686213	349.236095	0.010885	4.7
168	-0.000000	348.456550	0.000000	4.5
169	-0.202524	347.681627	0.004688	4.8
170	-1.383491	346.911283	0.004289	4.5
171	-0.000000	346.145474	0.000000	4.7
172	-1.437955	345.384157	0.033283	4.6
173	-0.497921	344.627288	0.005758	5.3
174	-1.115528	343.874826	0.017935	4.6
175	-1.400543	343.126729	0.008537	4.9
176	-0.000008	342.382957	0.000002	4.2
177	-0.524973	341.643469	0.006592	5.5
178	-1.279033	340.908224	0.016882	5.0
179	-0.467139	340.177184	0.002887	5.2
180	-1.002924	339.450309	0.011287	4.8
181	-1.585169	338.727561	0.005086	4.6
182	-0.720091	338.008902	0.008439	5.3
183	-0.006645	337.294295	0.000512	5.2
184	-0.914746	336.583703	0.011298	4.5
185	-0.270575	335.877089	0.005149	4.5
186	-0.374065	335.174416	0.003431	4.9
187	-1.258521	334.475651	0.009006	4.8
188	-0.000000	333.780756	0.000000	4.5
189	-1.197664	333.089698	0.009262	4.9
190	-1.156030	332.402443	0.015297	4.6
191	-1.120874	331.718955	0.006202	3.9
192	-0.000028	331.039203	0.000005	4.6
193	-0.651202	330.363153	0.007225	5.6
194	-1.338916	329.690771	0.007449	4.9
195	-0.783304	329.022027	0.005439	4.6
196	-0.062864	328.356888	0.001810	5.7
197	-0.008683	327.695322	0.000618	5.5
198	-0.086708	327.037299	0.004105	3.7
199	-1.061839	326.382787	0.008305	4.8
200	-0.942002	325.731758	0.007500	5.1
201	-0.481445	325.084179	0.004495	5.4
202	-0.875696	324.440023	0.011483	5.0
203	-0.141271	323.799258	0.004068	5.1
204	-0.872267	323.161858	0.010957	5.1
205	-0.926900	322.527792	0.011691	5.0
206	-0.002897	321.897034	0.000432	5.8
207	-0.000000	321.269554	0.000000	4.6
208	-0.002313	320.645325	0.000298	3.7
209	-0.951678	320.024320	0.007690	5.1
210	-0.203180	319.406512	0.003565	4.8
211	-1.441395	318.791875	0.013090	5.1
212	-1.174656	318.180381	0.010506	5.1
213	-1.285619	317.572005	0.007025	4.2
214	-0.306068	316.966721	0.004274	4.2
215	-1.458039	316.364504	0.011730	4.6
216	-0.391560	315.765329	0.002350	5.2
217	-0.000000	315.169170	0.000000	6.1
218	-0.000000	314.576003	0.000000	4.9
219	-1.365041	313.985804	0.008388	5.3
220	-1.119261	313.398548	0.012187	5.2
221	-1.494218	312.814213	0.006335	5.1
222	-0.010173	312.232773	0.000602	5.2
223	-0.000188	311.654207	0.000033	5.6
224	-1.378137	311.078491	0.005486	4.6
225	-0.009215	310.505602	0.001066	4.6
226	-0.000011	309.935518	0.000003	5.4
227	-1.423600	309.368217	0.007525	5.0
228	-0.709750	308.803676	0.009847	5.0
229	-1.429572	308.241874	0.018043	4.9
230	-0.332300	307.682789	0.003949	4.7
231	-1.163922	307.126400	0.014723	5.0
232	-0.296468	306.572687	0.004237	5.3
233	-0.972697	306.021627	0.008466	5.6
234	-0.702915	305.473201	0.004715	4.3
235	-0.556530	304.927388	0.003673	5.1
236	-0.631983	304.384168	0.012088	6.2
237	-0.000000	303.843521	0.000000	6.7
238	-0.000000	303.305427	0.000000	6.4
239	-0.181562	302.769867	0.002261	5.7
240	-0.862602	302.236821	0.015939	5.3
241	-0.014680	301.706270	0.001045	6.4
242	-1.285946	301.178196	0.008859	5.3
