1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.565064	0.000000	5.774778	0.015987	859.9
1	-0.530353	0.000000	5.774778	0.019226	2.2
2	-0.558285	0.000000	5.774778	0.020835	2.2
3	-0.526867	0.999339	5.512454	0.014196	2.1
4	-0.566487	0.077669	5.753499	0.017816	2.7
5	-0.575874	0.000000	5.774778	0.018832	2.1
6	-0.539581	0.000000	5.774778	0.019087	2.2
7	-0.530738	0.999998	5.512289	0.028086	2.6
8	-0.548562	0.078327	5.753319	0.016252	2.5
9	-0.550639	0.000000	5.774778	0.012281	2.7
10	-0.523954	0.669055	5.596476	0.021408	2.9
11	-0.537008	1.668903	5.349635	0.016121	2.4
12	-0.549379	2.668887	5.123618	0.016853	6.2
13	-0.552905	3.661738	4.917348	0.035051	4.3
14	-0.541275	2.740067	5.108256	0.016635	4.1
15	-0.563916	1.818396	5.314587	0.020169	3.2
16	-0.557294	0.896907	5.538241	0.018538	3.3
17	-0.551859	1.895752	5.296631	0.020412	2.7
18	-0.554749	0.974082	5.518790	0.016411	2.8
19	-0.563326	1.126402	5.480798	0.019800	2.6
20	-0.531070	2.117330	5.245863	0.022050	2.2
21	-0.557411	3.117330	5.028349	0.017570	2.1
22	-0.556072	2.218185	5.223076	0.012514	2.1
23	-0.532555	3.217512	5.007548	0.020270	2.1
24	-0.555000	2.848901	5.084945	0.016743	2.1
25	-0.582195	1.927939	5.289195	0.020019	2.8
26	-0.518949	2.926782	5.068394	0.016993	2.6
27	-0.546922	3.906955	4.868935	0.031097	2.1
28	-0.555950	3.010509	5.050719	0.014245	2.1
29	-0.531983	4.010509	4.848776	0.020529	2.1
30	-0.527734	5.010508	4.662360	0.022390	2.1
31	-0.519075	4.089537	4.833503	0.016351	2.3
32	-0.570264	5.089537	4.648237	0.023258	2.5
33	-0.549938	6.089537	4.476649	0.020973	2.6
34	-0.555455	5.167866	4.634323	0.021618	2.3
35	-0.554849	6.035353	4.485621	0.022473	2.4
36	-0.558626	5.113684	4.643939	0.019814	2.1
37	-0.561107	4.192013	4.813841	0.025338	2.1
38	-0.549449	3.270342	4.996648	0.020476	2.2
39	-0.533211	2.348671	5.193886	0.019899	2.6
40	-0.531172	3.347422	4.980829	0.015482	2.2
41	-0.524474	4.312762	4.790878	0.027010	2.1
42	-0.548834	5.312762	4.608803	0.017392	2.1
43	-0.543708	4.392520	4.775830	0.011079	2.4
44	-0.544812	3.470911	4.955694	0.014784	2.2
45	-0.535383	2.565698	5.146054	0.013357	2.2
46	-0.549918	1.992283	5.274393	0.025395	2.7
47	-0.542844	2.992239	5.054566	0.016518	2.6
48	-0.567988	2.070568	5.256496	0.025009	2.2
49	-0.530609	3.070568	5.038117	0.024572	2.1
50	-0.522281	2.184492	5.230666	0.010900	2.1
51	-0.542365	1.366227	5.422030	0.013793	2.3
52	-0.532172	2.203951	5.226280	0.018832	2.5
53	-0.532623	2.993763	5.054245	0.013757	3.0
54	-0.538182	2.072833	5.255980	0.014507	2.5
55	-0.566317	1.151363	5.474622	0.012619	2.2
56	-0.554810	0.291075	5.695830	0.022967	2.1
57	-0.548575	0.000000	5.774778	0.030393	2.3
58	-0.537902	1.000000	5.512288	0.011805	2.1
59	-0.562347	0.078721	5.753212	0.011499	2.3
60	-0.547345	0.000000	5.774778	0.035387	2.5
61	-0.536321	0.999953	5.512300	0.026294	2.3
62	-0.510539	0.445961	5.654694	0.014785	2.1
63	-0.537936	0.000000	5.774778	0.016778	2.2
64	-0.529457	0.000000	5.774778	0.034569	2.4
65	-0.556769	0.000000	5.774778	0.034458	2.1
66	-0.526714	0.000000	5.774778	0.017337	2.1
67	-0.542641	1.000000	5.512288	0.022522	2.6
68	-0.531039	0.078329	5.753319	0.019102	2.1
69	-0.533691	0.000000	5.774778	0.016222	2.1
70	-0.544726	0.999582	5.512393	0.016125	2.1
71	-0.554149	0.077911	5.753433	0.019564	2.5
72	-0.567116	1.076631	5.493154	0.023474	2.7
73	-0.548388	2.076631	5.255115	0.012762	3.1
74	-0.535093	3.076527	5.036870	0.016882	3.1
75	-0.533936	3.092973	5.033432	0.024536	2.8
76	-0.557246	2.171304	5.233644	0.014654	2.6
77	-0.512658	3.151003	5.021338	0.020611	2.4
78	-0.554590	4.145132	4.822816	0.013612	2.5
79	-0.537542	5.142494	4.638821	0.018433	3.4
80	-0.521973	4.230266	4.806543	0.025573	2.2
81	-0.558173	5.209805	4.626908	0.017473	2.1
82	-0.521540	4.288139	4.795543	0.019932	2.2
83	-0.539609	3.366468	4.976936	0.029889	2.3
84	-0.546418	4.366468	4.780734	0.028860	2.2
85	-0.540143	5.330761	4.605653	0.018929	2.2
86	-0.538925	6.330761	4.437138	0.021346	2.9
87	-0.525432	5.409090	4.591993	0.030386	2.2
88	-0.539069	6.409078	4.424459	0.012300	2.2
89	-0.538093	5.487407	4.578415	0.026418	2.2
90	-0.528293	4.653632	4.727219	0.014659	2.1
91	-0.558124	5.509266	4.574640	0.021490	2.2
92	-0.545745	6.509266	4.408345	0.021622	2.3
93	-0.528379	7.509264	4.253717	0.019477	2.4
94	-0.533949	6.779681	4.365433	0.020257	2.2
95	-0.553253	7.766842	4.215629	0.028551	2.3
96	-0.546334	6.845171	4.355166	0.020813	2.2
97	-0.546545	5.923500	4.504256	0.019018	2.2
98	-0.509377	6.923490	4.342951	0.020635	2.1
99	-0.505466	6.001819	4.491192	0.018909	2.1
100	-0.540340	5.633615	4.553281	0.021820	2.7
101	-0.559191	6.633612	4.388509	0.025531	2.2
102	-0.572517	7.633612	4.235244	0.024430	2.2
103	-0.539697	6.711941	4.376104	0.027505	2.2
104	-0.536493	5.790270	4.526656	0.020234	2.3
105	-0.555499	4.885250	4.684921	0.015698	2.2
106	-0.576833	5.863002	4.514400	0.028852	2.1
107	-0.558955	6.863002	4.352379	0.023850	2.7
108	-0.532352	5.942005	4.501163	0.022771	2.3
109	-0.560555	5.020334	4.660599	0.017206	2.1
110	-0.549721	6.020327	4.488115	0.027950	2.1
111	-0.543453	5.098656	4.646613	0.021727	2.1
112	-0.548459	4.176985	4.816714	0.015672	2.2
113	-0.541177	5.152710	4.637009	0.021185	2.1
114	-0.561816	6.080804	4.478093	0.017275	3.1
115	-0.561684	7.080804	4.318621	0.024740	2.2
116	-0.547319	8.080804	4.170117	0.026342	2.1
117	-0.541560	9.074720	4.032302	0.021781	2.1
118	-0.515107	8.204946	4.152391	0.028331	2.1
119	-0.555175	7.283275	4.287705	0.015874	2.2
120	-0.532349	6.362282	4.432026	0.010839	2.2
121	-0.531261	5.450426	4.584816	0.030271	2.9
122	-0.553848	5.127559	4.641472	0.011223	2.6
123	-0.568723	6.097450	4.475342	0.018191	2.6
124	-0.551999	5.444913	4.585772	0.019984	2.3
125	-0.535997	6.441555	4.419223	0.025790	2.2
126	-0.537657	5.573186	4.563636	0.011172	2.2
127	-0.555946	4.683855	4.721657	0.019824	2.7
128	-0.557233	3.762723	4.897294	0.021563	2.3
129	-0.543343	4.762723	4.707202	0.026424	2.2
130	-0.527067	3.841052	4.881852	0.014886	2.2
131	-0.564613	2.964793	5.060354	0.021437	2.2
132	-0.556345	3.964793	4.857655	0.021810	2.4
133	-0.554092	3.043217	5.043849	0.022428	2.3
134	-0.510222	4.043217	4.842443	0.025216	3.0
135	-0.527435	3.121546	5.027470	0.019787	2.5
136	-0.562320	3.037002	5.045153	0.012744	2.2
137	-0.546988	4.028605	4.845270	0.018128	2.2
138	-0.532866	5.028504	4.659136	0.019762	2.2
139	-0.559867	4.106835	4.830173	0.015804	2.2
140	-0.534731	3.185164	5.014245	0.012492	2.4
141	-0.571098	4.180211	4.816097	0.020361	2.8
142	-0.537353	3.324813	4.985459	0.016328	2.2
143	-0.543844	2.406377	5.181082	0.031798	2.2
144	-0.535222	1.484706	5.393459	0.012063	2.2
145	-0.544767	2.284523	5.208195	0.024132	2.4
146	-0.511213	1.362995	5.422813	0.015524	2.2
147	-0.536446	0.441337	5.655913	0.039094	2.8
148	-0.565555	1.441337	5.403882	0.017466	2.7
149	-0.550381	0.530174	5.632576	0.023778	2.3
150	-0.536972	1.530147	5.382581	0.021236	2.2
151	-0.545914	1.829001	5.312118	0.013631	2.2
152	-0.556397	2.452882	5.170808	0.022353	2.3
153	-0.559246	2.960175	5.061330	0.020042	2.3
154	-0.532159	3.960175	4.858553	0.013915	3.3
155	-0.555243	4.960094	4.671414	0.023225	2.3
156	-0.542498	5.935855	4.502190	0.012214	2.2
157	-0.539176	5.014381	4.661666	0.030897	2.4
158	-0.528962	6.014381	4.489103	0.027244	2.3
159	-0.551697	7.014381	4.328860	0.019186	2.3
160	-0.540464	8.014381	4.179663	0.011725	2.8
161	-0.551711	9.014368	4.040410	0.018187	2.9
162	-0.535366	9.892557	3.925552	0.012344	2.6
163	-0.536988	10.890092	3.802759	0.022396	2.3
164	-0.557648	9.968523	3.915923	0.018504	2.2
165	-0.556847	10.968518	3.793430	0.023506	2.2
166	-0.543442	10.062065	3.904130	0.015496	2.2
167	-0.531637	11.061952	3.782376	0.012488	2.8
168	-0.566392	12.061918	3.667977	0.011543	2.2
169	-0.556654	11.147236	3.772341	0.020966	2.2
170	-0.534045	12.147236	3.658536	0.039771	2.2
171	-0.540241	13.147236	3.551396	0.020992	2.2
172	-0.511966	13.949092	3.469914	0.012212	2.4
173	-0.555674	13.034193	3.563192	0.026664	2.2
174	-0.555512	14.034193	3.461485	0.020460	2.7
175	-0.560566	15.013354	3.367372	0.020444	2.2
176	-0.557659	16.013354	3.276394	0.022379	2.2
177	-0.542812	15.418529	3.329908	0.018676	2.2
178	-0.550936	14.497075	3.416348	0.014540	2.2
179	-0.565928	13.576866	3.507268	0.034287	2.3
180	-0.556763	12.655195	3.603317	0.018878	2.5
181	-0.557967	13.655195	3.499341	0.011981	2.5
182	-0.548660	14.511050	3.415003	0.019090	2.3
183	-0.526063	15.510999	3.321474	0.012041	2.2
184	-0.555233	14.747076	3.392455	0.022507	2.2
185	-0.569726	13.825487	3.482230	0.020440	2.2
186	-0.564179	12.903816	3.576894	0.026096	2.2
187	-0.556926	11.982874	3.676767	0.009079	2.4
188	-0.535771	11.061203	3.782464	0.023247	2.6
