1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.085483	627.201626	0.000994	701.7
1	-1.105170	623.504937	0.013436	5.6
2	-0.000020	619.865785	0.000005	4.1
3	-0.850045	616.282728	0.007690	4.9
4	-0.884418	612.754375	0.013060	5.7
5	-1.305394	609.279381	0.010287	4.4
6	-0.416454	605.856447	0.012785	4.8
7	-0.008461	602.484317	0.001002	5.8
8	-1.219956	599.161779	0.013843	4.7
9	-0.117046	595.887656	0.001441	4.9
10	-0.879689	592.660813	0.007020	5.6
11	-1.050153	589.480151	0.002874	4.7
12	-1.443859	586.344606	0.008512	4.6
13	-1.110627	583.253145	0.009479	4.8
14	-0.578616	580.204771	0.004827	5.9
15	-0.629549	577.198517	0.014349	4.7
16	-0.833079	574.233444	0.012723	5.0
17	-0.097338	571.308645	0.002360	5.3
18	-0.700728	568.423237	0.014039	5.0
19	-0.801902	565.576365	0.009248	5.0
20	-1.050150	562.767201	0.010169	5.8
21	-0.399688	559.994938	0.010492	5.2
22	-0.884854	557.258797	0.008291	5.3
23	-0.000000	554.558018	0.000000	5.3
24	-0.000022	551.891865	0.000005	5.1
25	-0.980113	549.259621	0.006080	5.4
26	-0.461584	546.660592	0.008179	5.9
27	-0.695902	544.094102	0.005163	4.4
28	-0.000000	541.559494	0.000000	5.2
29	-0.057292	539.056129	0.002195	6.1
30	-1.276783	536.583387	0.016184	5.1
31	-1.292715	534.140663	0.010139	5.2
32	-0.608487	531.727370	0.018853	6.0
33	-0.462609	529.342935	0.005977	5.5
34	-0.000000	526.986802	0.000000	4.8
35	-0.727818	524.658430	0.012644	5.9
36	-0.023069	522.357290	0.000726	5.5
37	-1.182814	520.082868	0.008026	5.4
38	-0.781088	517.834665	0.011928	6.2
39	-1.210682	515.612193	0.020497	5.3
40	-1.000775	513.414976	0.008939	4.6
41	-0.933160	511.242551	0.010820	5.8
42	-0.717676	509.094468	0.007301	5.2
43	-1.342807	506.970285	0.009523	5.4
44	-1.231023	504.869574	0.013474	6.2
45	-0.000000	502.791916	0.000000	5.2
46	-0.096900	500.736903	0.001971	5.4
47	-0.581579	498.704137	0.006912	6.3
48	-0.000001	496.693228	0.000000	5.1
49	-1.113792	494.703798	0.014983	4.9
50	-0.894503	492.735476	0.005172	6.1
51	-0.000000	490.787900	0.000000	4.8
52	-0.799169	488.860718	0.006750	5.2
53	-0.733057	486.953585	0.005108	5.9
54	-0.586890	485.066164	0.010027	5.7
55	-0.013735	483.198126	0.001660	5.0
56	-1.339649	481.349149	0.008894	5.6
57	-1.209637	479.518920	0.008099	5.1
58	-0.177452	477.707132	0.000600	4.7
59	-0.818146	475.913485	0.003149	6.0
60	-0.059633	474.137684	0.001425	5.7
61	-1.094719	472.379445	0.012693	5.2
62	-0.171828	470.638485	0.003426	6.2
63	-1.348176	468.914531	0.012880	5.3
64	-0.586937	467.207315	0.013863	5.6
65	-0.000000	465.516573	0.000000	5.6
66	-1.397223	463.842050	0.009475	5.3
67	-0.628447	462.183494	0.012017	4.8
68	-0.659829	460.540658	0.004487	6.2
69	-0.968739	458.913303	0.010493	5.4
70	-0.532217	457.301192	0.011293	5.1
71	-0.498469	455.704096	0.010530	6.4
72	-0.719287	454.121787	0.015986	5.5
73	-1.061604	452.554045	0.009449	5.9
74	-0.304030	451.000653	0.003953	5.8
75	-0.975975	449.461399	0.007917	5.7
76	-1.190004	447.936075	0.022228	6.0
77	-0.686326	446.424477	0.018297	5.3
78	-0.356980	444.926406	0.008855	5.4
79	-0.420639	443.441666	0.006428	5.9
80	-0.000000	441.970065	0.000000	5.1
81	-0.000000	440.511415	0.000000	5.3
82	-1.298292	439.065533	0.009989	6.3
83	-0.793825	437.632238	0.013913	5.7
84	-1.102662	436.211351	0.011450	5.7
