1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.000000	627.201626	0.000000	1278.3
1	-0.918401	623.504937	0.007061	29.0
2	-0.785859	619.865785	0.006192	28.6
3	-0.324436	616.282728	0.005169	29.0
4	-0.413065	612.754375	0.007125	29.6
5	-0.000000	609.279381	0.000000	31.0
6	-0.000000	605.856447	0.000000	29.9
7	-0.644489	602.484317	0.004746	30.3
8	-0.545636	599.161779	0.006046	30.3
9	-0.000118	595.887656	0.000029	30.0
10	-0.804385	592.660813	0.009372	30.9
11	-0.000000	589.480151	0.000000	31.4
12	-0.489840	586.344606	0.005888	31.4
13	0.000000	583.253145	0.000000	31.0
14	-0.649323	580.204771	0.006987	30.9
15	-0.283717	577.198517	0.005637	31.5
16	-0.327002	574.233444	0.003467	31.2
17	-0.432551	571.308645	0.006728	30.8
18	-0.002994	568.423237	0.000197	31.4
19	-0.645102	565.576365	0.008474	31.3
20	-0.000008	562.767201	0.000006	31.9
21	-0.872606	559.994938	0.006551	31.5
22	-0.830469	557.258797	0.006269	33.1
23	-0.818680	554.558018	0.007342	32.8
24	-0.596814	551.891865	0.006109	31.0
25	-0.788635	549.259621	0.008419	31.2
26	-0.536316	546.660592	0.006648	30.8
27	-0.000000	544.094102	0.000000	31.2
28	-0.366414	541.559494	0.005403	29.6
29	-0.141245	539.056129	0.002157	33.1
30	-0.263498	536.583387	0.006456	30.6
31	-0.656496	534.140663	0.007533	30.7
32	-0.030821	531.727370	0.000467	31.1
33	-0.054476	529.342935	0.001897	32.4
34	-0.425798	526.986802	0.005113	31.0
35	-0.682717	524.658430	0.006230	31.5
36	-0.003794	522.357290	0.000077	30.4
37	-0.559190	520.082868	0.006448	31.3
38	-0.413667	517.834665	0.005234	30.8
39	-1.065299	515.612193	0.010801	31.2
40	-0.981255	513.414976	0.010053	32.7
41	-0.445041	511.242551	0.007497	32.9
42	-0.378692	509.094468	0.005854	31.1
43	-0.000456	506.970285	0.000032	31.5
44	-0.666414	504.869574	0.006621	32.1
45	-0.690903	502.791916	0.006948	31.8
46	-0.723809	500.736903	0.005910	33.9
47	-0.000000	498.704137	0.000000	32.2
48	-0.505458	496.693228	0.006808	30.9
49	-0.574735	494.703798	0.005178	33.0
50	-0.000000	492.735476	0.000000	33.0
51	-0.000171	490.787900	0.000096	32.2
52	-0.103881	488.860718	0.002117	33.9
53	-0.405439	486.953585	0.005803	34.4
54	-0.747476	485.066164	0.007862	30.7
55	-0.681426	483.198126	0.005903	32.3
56	-0.000000	481.349149	0.000000	31.7
57	-0.000000	479.518920	0.000000	32.6
58	-0.000000	477.707132	0.000000	32.7
59	-0.300926	475.913485	0.004710	32.7
60	0.000000	474.137684	0.000000	32.0
61	-0.000126	472.379445	0.000017	31.8
62	-0.387190	470.638485	0.005062	34.1
63	-0.000000	468.914531	0.000000	32.2
64	-0.516790	467.207315	0.007037	31.1
65	-0.839353	465.516573	0.007214	31.6
66	-0.720003	463.842050	0.007594	31.7
67	-0.698524	462.183494	0.008622	31.0
68	-0.810237	460.540658	0.006722	31.8
69	-0.007869	458.913303	0.000125	32.0
70	-0.536680	457.301192	0.003414	31.7
71	-0.630809	455.704096	0.005210	32.2
72	-0.882182	454.121787	0.009246	31.7
73	-0.151108	452.554045	0.002495	32.1
74	-0.616548	451.000653	0.006637	31.7
75	-0.559008	449.461399	0.006276	30.7
76	-0.125844	447.936075	0.001602	32.0
77	-0.000000	446.424477	0.000000	31.3
78	-0.099874	444.926406	0.001770	31.9
79	-0.026723	443.441666	0.001820	32.9
80	-0.000000	441.970065	0.000000	31.8
81	-0.000000	440.511415	0.000000	33.0
82	-0.165031	439.065533	0.002880	33.4
83	-0.354341	437.632238	0.005103	32.5
84	-0.770957	436.211351	0.005957	32.6
85	-0.000000	434.802701	0.000000	32.0
86	-0.180744	433.406117	0.002113	31.5
87	-0.439716	432.021430	0.005908	31.8
88	-0.000000	430.648479	0.000000	30.8
89	-0.017311	429.287101	0.001212	34.0
90	-0.484085	427.937140	0.007399	32.3
91	-0.913833	426.598440	0.008471	30.5
92	-0.736793	425.270849	0.005820	33.9
93	-0.000000	423.954220	0.000000	31.9
94	-0.000000	422.648404	0.000000	31.8
95	-0.588278	421.353259	0.008593	32.9
96	-0.317452	420.068643	0.002153	31.4
97	-0.050476	418.794419	0.001036	30.5
98	-0.340727	417.530451	0.004795	31.9
99	-0.054730	416.276604	0.001863	30.6
