1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.495046	0.000000	22.025092	0.021834	117.6
1	-0.508859	0.000000	22.025092	0.018810	3.4
2	-0.512627	0.000000	22.025092	0.021087	2.8
3	-0.509052	0.000000	22.025092	0.018965	2.7
4	-0.506476	0.000000	22.025092	0.016404	2.7
5	-0.518267	0.000000	22.025092	0.016190	2.5
6	-0.519639	0.000000	22.025092	0.016696	2.2
7	-0.510313	0.000000	22.025092	0.015088	2.9
8	-0.540814	0.000000	22.025092	0.017451	2.5
9	-0.536340	0.000000	22.025092	0.015592	2.3
10	-0.527730	0.000000	22.025092	0.016942	2.5
11	-0.548179	0.000000	22.025092	0.012937	2.4
12	-0.557363	0.000000	22.025092	0.015760	2.6
13	-0.553268	0.000000	22.025092	0.016617	3.0
14	-0.568909	0.000000	22.025092	0.017916	2.5
15	-0.567513	0.000000	22.025092	0.012295	2.6
16	-0.608068	0.000000	22.025092	0.015289	2.7
17	-0.591326	0.000000	22.025092	0.017993	2.3
18	-0.570539	0.000000	22.025092	0.017322	2.4
19	-0.624942	0.000000	22.025092	0.025222	3.1
20	-0.626133	0.000000	22.025092	0.021277	2.8
21	-0.605962	0.000000	22.025092	0.020604	2.7
22	-0.589470	0.000000	22.025092	0.014872	2.4
23	-0.620783	0.000000	22.025092	0.018412	2.5
24	-0.645612	0.000000	22.025092	0.020523	2.5
25	-0.636473	0.000000	22.025092	0.017472	3.1
26	-0.667182	0.000000	22.025092	0.018478	2.2
27	-0.651344	0.000000	22.025092	0.015686	2.7
28	-0.652859	0.000000	22.025092	0.013124	2.3
29	-0.660471	0.000000	22.025092	0.011935	2.4
30	-0.650417	0.000000	22.025092	0.011731	2.3
31	-0.676479	0.000000	22.025092	0.017072	3.2
32	-0.680250	0.000000	22.025092	0.012898	2.3
33	-0.685217	0.000000	22.025092	0.012567	2.7
34	-0.679787	0.000000	22.025092	0.008021	2.1
35	-0.680908	0.000000	22.025092	0.016936	2.2
36	-0.680977	0.000000	22.025092	0.010751	2.4
37	-0.680073	0.000000	22.025092	0.009529	3.0
38	-0.673243	0.000000	22.025092	0.011237	2.5
39	-0.682737	0.000000	22.025092	0.011457	2.4
40	-0.723636	0.000000	22.025092	0.008971	2.3
41	-0.708809	1.000000	21.023952	0.012439	2.4
42	-0.751643	0.914644	21.105839	0.010352	2.5
43	-0.692935	0.829288	21.188366	0.007079	2.2
44	-0.728359	0.743932	21.271541	0.007216	2.7
45	-0.653928	0.658576	21.355372	0.010464	2.6
46	-0.708890	0.573220	21.439866	0.007555	2.2
47	-0.704232	0.487864	21.525031	0.008516	2.4
48	-0.716514	0.402508	21.610876	0.007314	2.4
