1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.467238	0.000000	4.468344	0.017950	1281.8
1	-0.472204	0.000000	4.468344	0.009922	2.6
2	-0.464933	0.000000	4.468344	0.020989	2.4
3	-0.437384	0.000000	4.468344	0.015126	2.3
4	-0.462834	0.000000	4.468344	0.011368	2.5
5	-0.485998	0.000000	4.468344	0.012867	2.5
6	-0.463093	0.000000	4.468344	0.011543	2.5
7	-0.459214	0.951594	4.274643	0.013897	3.5
8	-0.494831	0.000000	4.468344	0.013539	2.7
9	-0.475254	0.000000	4.468344	0.011242	2.5
10	-0.459053	0.401762	4.384463	0.015288	2.5
11	-0.446008	0.000000	4.468344	0.011155	2.6
12	-0.475804	0.995627	4.266086	0.016107	3.2
13	-0.486097	0.857388	4.293067	0.011452	2.5
14	-0.457859	1.704872	4.132824	0.013430	2.6
15	-0.450423	0.751824	4.313902	0.013544	2.3
16	-0.467162	0.000000	4.468344	0.014658	2.4
17	-0.463975	0.000000	4.468344	0.012241	2.4
18	-0.488763	0.989479	4.267279	0.012355	3.7
19	-0.471467	0.029353	4.462107	0.014824	2.4
20	-0.453043	0.000000	4.468344	0.007898	2.4
21	-0.470462	0.000000	4.468344	0.013428	2.6
22	-0.480562	0.983689	4.268403	0.014384	2.3
23	-0.442161	0.053716	4.456944	0.016212	2.7
24	-0.453354	1.053706	4.254851	0.013717	3.4
25	-0.500514	2.046062	4.071638	0.011878	3.0
26	-0.434498	1.085100	4.248803	0.014559	2.7
27	-0.471519	0.132715	4.440283	0.017756	2.4
28	-0.482996	0.000000	4.468344	0.014390	2.7
29	-0.445829	0.999817	4.265273	0.007451	2.7
30	-0.457927	0.114555	4.444102	0.011919	3.3
31	-0.454329	1.096106	4.246686	0.016609	2.6
32	-0.463278	2.096105	4.062816	0.007951	2.4
33	-0.451583	3.096102	3.894208	0.013381	2.6
34	-0.482040	4.095793	3.739082	0.010760	2.4
35	-0.457812	4.359539	3.700195	0.007492	2.7
36	-0.467336	3.427524	3.841373	0.012295	3.3
37	-0.453394	4.315877	3.706576	0.015697	2.4
38	-0.449368	5.258423	3.573529	0.008764	2.3
