1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.532462	0.000000	3.694946	0.018147	1149.3
1	-0.511258	0.000000	3.694946	0.009180	2.7
2	-0.516370	0.000000	3.694946	0.019965	2.9
3	-0.483431	0.000000	3.694946	0.016479	3.0
4	-0.532799	0.000000	3.694946	0.022125	3.0
5	-0.541482	0.000000	3.694946	0.023356	2.8
6	-0.514901	0.999983	3.526996	0.019167	3.2
7	-0.510797	0.056179	3.685087	0.025312	2.6
8	-0.524179	0.000000	3.694946	0.017318	2.7
9	-0.519223	0.000000	3.694946	0.020252	2.8
10	-0.501737	0.982550	3.529793	0.013696	2.6
11	-0.486665	1.982513	3.376213	0.017728	3.3
12	-0.547233	2.715906	3.271807	0.033295	2.8
13	-0.531813	1.759968	3.409225	0.018585	2.6
14	-0.513165	0.804024	3.558694	0.020895	2.6
15	-0.514172	0.523694	3.605044	0.009520	2.7
16	-0.522530	0.066346	3.683309	0.023192	3.0
17	-0.532788	0.000000	3.694946	0.021446	2.9
18	-0.519643	0.999733	3.527036	0.022104	2.6
19	-0.528838	1.999733	3.373685	0.025479	2.4
20	-0.507668	2.999384	3.233160	0.014373	2.8
21	-0.547683	3.999384	3.103831	0.021958	2.6
22	-0.538476	3.043684	3.227203	0.011582	3.0
23	-0.496708	2.093721	3.359955	0.023355	3.2
24	-0.496856	1.137798	3.505040	0.025128	2.5
25	-0.534209	0.181855	3.663223	0.018869	2.6
26	-0.480589	1.181674	3.498107	0.021146	2.5
27	-0.536588	0.573538	3.596715	0.013495	2.6
28	-0.532475	1.571757	3.437653	0.022092	3.0
29	-0.498318	0.665869	3.581387	0.014977	2.9
30	-0.485381	1.665869	3.423379	0.018913	2.9
31	-0.493863	0.709930	3.574118	0.025789	2.4
32	-0.531182	0.000000	3.694946	0.018923	2.6
33	-0.513375	0.000000	3.694946	0.024073	2.5
34	-0.531730	0.479904	3.612393	0.014566	3.1
35	-0.510111	1.474593	3.452515	0.008471	3.0
36	-0.519292	1.696611	3.418742	0.019495	2.8
37	-0.519080	2.696466	3.274491	0.019950	2.8
38	-0.504653	3.690835	3.142618	0.023312	2.7
39	-0.499203	2.868941	3.250830	0.019591	2.9
40	-0.514457	1.912997	3.386456	0.012513	3.2
41	-0.487204	1.943506	3.381953	0.015686	2.8
42	-0.511640	0.988280	3.528873	0.021816	2.7
43	-0.525652	0.043468	3.687313	0.014400	2.6
44	-0.515323	0.000000	3.694946	0.015589	2.5
45	-0.498294	0.000000	3.694946	0.016034	3.5
46	-0.485275	0.000000	3.694946	0.016507	2.8
47	-0.506385	1.000000	3.526994	0.025459	2.8
48	-0.536616	1.997548	3.374006	0.021108	2.6
49	-0.494887	2.997548	3.233408	0.016416	2.9
50	-0.491864	2.041741	3.367535	0.017695	2.6
51	-0.502316	3.041720	3.227467	0.027968	3.5
52	-0.520733	2.085777	3.361111	0.021522	2.7
53	-0.500341	1.405700	3.463130	0.017215	2.5
54	-0.503024	0.450552	3.617336	0.017978	2.6
55	-0.527203	1.426490	3.459920	0.013484	2.6
56	-0.512789	0.470546	3.613968	0.014168	2.4
57	-0.504867	1.003856	3.526376	0.013938	3.2
58	-0.507439	0.454702	3.616636	0.019186	2.5
59	-0.526321	0.000000	3.694946	0.024658	2.6
60	-0.526584	0.937123	3.537103	0.010748	2.6
61	-0.513543	1.930303	3.383900	0.020167	2.8
62	-0.485316	0.980427	3.530134	0.014566	3.0
63	-0.508369	0.024495	3.690641	0.022692	3.3
64	-0.499435	0.955594	3.534127	0.024651	2.5
65	-0.515015	0.367150	3.631456	0.024849	2.7
66	-0.505338	0.000000	3.694946	0.018635	2.6
67	-0.519316	0.000000	3.694946	0.026395	2.5
68	-0.531028	0.000000	3.694946	0.023228	2.9
69	-0.506136	0.999777	3.527029	0.015441	3.1
70	-0.520988	1.994484	3.374455	0.016410	2.9
71	-0.524785	2.965255	3.237765	0.027891	2.5
72	-0.519682	2.014863	3.371467	0.016864	2.4
73	-0.517047	1.060530	3.517316	0.016678	2.4
74	-0.501932	2.060502	3.364795	0.021261	3.6
75	-0.475422	1.104558	3.510310	0.026172	3.2
76	-0.509662	2.104092	3.358447	0.017916	3.1
77	-0.463362	3.098982	3.219798	0.025993	2.7
78	-0.511648	3.934539	3.111903	0.017545	2.6
79	-0.504714	2.978601	3.235963	0.020126	3.6
80	-0.496207	2.137908	3.353538	0.015292	2.6
81	-0.533553	1.182592	3.497962	0.010641	2.4
82	-0.498070	0.257809	3.650134	0.013997	2.5
83	-0.504712	1.254792	3.486614	0.013255	2.4
84	-0.517364	0.318423	3.639756	0.015040	2.6
85	-0.516071	1.316053	3.477042	0.020215	3.4
86	-0.512154	2.315754	3.327958	0.013297	2.6
87	-0.509702	3.315754	3.191094	0.026726	2.5
88	-0.527999	4.315673	3.065052	0.013936	2.5
