1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.512922	0.000000	2.811124	0.018811	1014.6
1	-0.510218	0.000000	2.811124	0.012326	3.1
2	-0.510736	0.000000	2.811124	0.016204	2.7
3	-0.479713	0.000000	2.811124	0.015773	3.0
4	-0.495935	0.000000	2.811124	0.018689	2.3
5	-0.520345	1.000000	2.683346	0.016386	2.5
6	-0.497009	0.024708	2.807820	0.010821	2.5
7	-0.497329	1.024698	2.680337	0.012545	2.5
8	-0.512986	1.995126	2.567223	0.012017	2.4
9	-0.509082	1.019863	2.680925	0.017467	3.1
10	-0.480624	0.233111	2.780262	0.012772	2.8
11	-0.483179	0.014079	2.809241	0.011659	2.7
12	-0.520948	0.964270	2.687711	0.023054	6.5
13	-0.508874	1.964170	2.570683	0.009543	5.3
14	-0.497859	1.239725	2.654422	0.009684	4.3
15	-0.511282	0.346636	2.765476	0.010487	3.9
16	-0.508549	1.326416	2.644115	0.019167	3.7
17	-0.493519	0.363670	2.763271	0.015845	3.4
18	-0.504349	1.002075	2.683093	0.011001	2.7
19	-0.518558	0.482752	2.747954	0.013786	2.7
20	-0.491845	0.000000	2.811124	0.014298	2.6
21	-0.515687	0.993526	2.684136	0.019965	2.8
22	-0.516361	1.993524	2.567401	0.013836	2.9
23	-0.481593	1.397167	2.635762	0.016014	2.7
24	-0.497788	0.737849	2.715706	0.022784	2.4
25	-0.523683	0.000000	2.811124	0.011409	2.4
26	-0.479232	0.000000	2.811124	0.014420	2.3
27	-0.493974	0.000000	2.811124	0.013341	2.2
28	-0.535924	0.000000	2.811124	0.026536	2.9
29	-0.492980	1.000000	2.683346	0.015602	2.3
30	-0.485625	1.997960	2.566906	0.015536	2.2
31	-0.486490	2.997816	2.459957	0.010399	2.3
32	-0.504223	2.022548	2.564165	0.014921	2.3
33	-0.523727	1.047268	2.677593	0.013043	2.4
34	-0.507990	2.040901	2.562122	0.010989	2.6
35	-0.499789	3.040435	2.455596	0.019926	2.8
36	-0.506184	2.069107	2.558990	0.013117	2.3
37	-0.506655	1.401925	2.635202	0.012654	2.2
38	-0.495452	0.866747	2.699698	0.010921	2.3
39	-0.491730	0.784067	2.709944	0.011368	2.4
40	-0.500235	0.000000	2.811124	0.012177	2.2
41	-0.496892	0.000000	2.811124	0.010600	3.5
42	-0.529738	0.000000	2.811124	0.020460	2.3
43	-0.503008	0.999721	2.683380	0.018682	2.2
44	-0.496881	1.999336	2.566753	0.016944	2.4
45	-0.487589	1.024044	2.680416	0.016266	2.3
46	-0.488065	2.024033	2.563999	0.014900	2.4
47	-0.508347	1.049659	2.677302	0.012741	2.5
48	-0.536448	0.992339	2.684280	0.015836	3.1
49	-0.494180	0.676341	2.723412	0.011061	2.6
50	-0.472471	1.404302	2.634923	0.017953	2.5
51	-0.497152	0.443954	2.752925	0.010472	2.3
52	-0.495254	1.442264	2.630466	0.014644	2.3
53	-0.491804	0.495182	2.746365	0.009656	2.7
54	-0.472013	0.000000	2.811124	0.014411	2.6
55	-0.516488	0.000000	2.811124	0.013848	2.3
56	-0.497374	0.994353	2.684035	0.016967	2.3
57	-0.497772	0.019599	2.808503	0.015876	2.2
58	-0.536256	0.000000	2.811124	0.014516	2.2
59	-0.526487	0.994842	2.683975	0.016630	2.4
60	-0.489932	0.025176	2.807758	0.022970	2.9
