1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	0.000000	627.201626	0.000000	847.4
1	-0.915343	623.504937	0.006762	31.6
2	-0.741494	619.865785	0.005774	31.1
3	-0.310147	616.282728	0.003801	31.9
4	-0.354014	612.754375	0.006289	33.1
5	-0.000000	609.279381	0.000000	33.0
6	0.000000	605.856447	0.000000	32.5
7	-0.702898	602.484317	0.005140	31.7
8	-0.567911	599.161779	0.006553	32.6
9	-0.000015	595.887656	0.000010	31.3
10	-0.775634	592.660813	0.008965	31.7
11	0.000000	589.480151	0.000000	31.5
12	-0.493687	586.344606	0.005076	31.0
13	0.000000	583.253145	0.000000	31.6
14	-0.643497	580.204771	0.005772	31.7
15	-0.270516	577.198517	0.004594	31.8
16	-0.309251	574.233444	0.004124	31.4
17	-0.294738	571.308645	0.004532	32.9
18	-0.002760	568.423237	0.000130	30.7
19	-0.668187	565.576365	0.005911	32.1
20	-0.000000	562.767201	0.000001	31.9
21	-0.914916	559.994938	0.006183	31.4
22	-0.802975	557.258797	0.005141	32.6
23	-0.823648	554.558018	0.005598	32.5
24	-0.612446	551.891865	0.004607	31.2
25	-0.795762	549.259621	0.005893	31.9
26	-0.492462	546.660592	0.006139	31.9
27	0.000000	544.094102	0.000000	31.2
28	-0.324578	541.559494	0.005664	31.5
29	-0.141935	539.056129	0.003007	32.3
30	-0.268709	536.583387	0.003266	32.0
31	-0.614288	534.140663	0.007534	31.6
32	-0.029023	531.727370	0.001861	32.7
33	-0.054814	529.342935	0.000880	32.6
34	-0.442868	526.986802	0.005838	32.4
35	-0.672663	524.658430	0.005405	33.0
36	-0.004149	522.357290	0.000186	32.1
37	-0.478020	520.082868	0.004777	32.2
38	-0.407303	517.834665	0.004528	33.2
39	-1.086143	515.612193	0.007028	34.7
40	-0.834259	513.414976	0.005641	32.9
41	-0.443746	511.242551	0.007994	32.3
42	-0.446553	509.094468	0.006547	32.7
43	-0.000183	506.970285	0.000091	32.6
44	-0.678138	504.869574	0.007728	31.5
45	-0.484511	502.791916	0.005284	31.7
46	-0.661852	500.736903	0.004962	31.6
47	0.000000	498.704137	0.000000	32.0
48	-0.551215	496.693228	0.007440	32.3
49	-0.585137	494.703798	0.003939	31.9
50	0.000000	492.735476	0.000000	32.8
51	-0.000000	490.787900	0.000000	31.3
52	-0.107879	488.860718	0.001343	32.2
53	-0.396496	486.953585	0.005451	32.3
54	-0.697134	485.066164	0.008145	31.9
55	-0.723312	483.198126	0.004447	32.0
56	0.000000	481.349149	0.000000	32.6
57	0.000000	479.518920	0.000000	31.9
58	0.000000	477.707132	0.000000	32.6
59	-0.271832	475.913485	0.004698	32.1
60	0.000000	474.137684	0.000000	32.1
61	-0.000019	472.379445	0.000026	31.7
62	-0.254463	470.638485	0.004714	31.9
63	0.000000	468.914531	0.000000	32.5
