1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.523381	0.000000	2.152805	0.015792	792.3
1	-0.487244	0.000000	2.152805	0.019048	1.8
2	-0.526195	0.000000	2.152805	0.015290	1.9
3	-0.492567	0.812737	2.072592	0.019631	1.7
4	-0.523182	1.812721	1.981741	0.015900	1.7
5	-0.524634	0.831620	2.070799	0.019516	1.8
6	-0.495207	0.000000	2.152805	0.013151	1.7
7	-0.511078	0.000000	2.152805	0.025196	1.8
8	-0.503320	0.000000	2.152805	0.014241	2.6
9	-0.511600	1.000000	2.054950	0.012880	1.9
10	-0.472973	0.124230	2.140144	0.016573	1.8
11	-0.483709	0.000000	2.152805	0.012229	2.0
12	-0.514943	0.000000	2.152805	0.026447	6.1
13	-0.524881	0.000000	2.152805	0.013800	5.6
14	-0.492860	0.000000	2.152805	0.015723	3.4
15	-0.511782	0.749998	2.078570	0.018954	3.1
16	-0.491529	0.033698	2.149356	0.020996	2.8
17	-0.526485	0.000000	2.152805	0.023528	3.7
18	-0.515261	1.000000	2.054950	0.020100	2.4
19	-0.508831	0.018895	2.150869	0.024804	2.2
20	-0.490598	1.018895	2.053186	0.017277	2.3
21	-0.524545	1.997613	1.965808	0.011910	2.2
22	-0.524678	2.997594	1.883893	0.010667	2.3
23	-0.493801	2.524736	1.921760	0.019193	2.7
24	-0.498701	3.272830	1.862531	0.014863	2.0
25	-0.537987	2.291725	1.940985	0.015520	1.8
26	-0.470183	3.277402	1.862180	0.016122	1.7
27	-0.497361	4.276916	1.788545	0.016898	1.8
28	-0.520600	3.295833	1.860768	0.013972	2.0
29	-0.499105	3.258279	1.863648	0.019732	1.8
30	-0.479881	2.277595	1.942164	0.015539	1.7
31	-0.479827	3.275926	1.862293	0.012794	2.3
32	-0.526059	2.297020	1.940544	0.015357	2.2
33	-0.511618	2.169805	1.951199	0.014113	1.8
34	-0.508698	1.189969	2.037357	0.016962	1.7
35	-0.509012	2.189968	1.949502	0.013641	1.8
36	-0.514487	1.208884	2.035622	0.016265	2.0
37	-0.511808	2.192321	1.949305	0.013593	1.8
38	-0.492180	1.211233	2.035407	0.010739	1.8
39	-0.487694	0.230608	2.129421	0.010943	1.8
40	-0.516840	1.180886	2.038192	0.025468	3.0
41	-0.491430	0.204534	2.132039	0.026591	1.9
42	-0.521666	1.204533	2.036021	0.018601	1.8
43	-0.498904	0.223428	2.130141	0.011755	1.9
44	-0.498888	0.000000	2.152805	0.013071	1.9
45	-0.497701	0.000000	2.152805	0.018945	1.7
46	-0.481951	0.000000	2.152805	0.017834	1.8
47	-0.499593	0.999978	2.054952	0.012640	1.9
48	-0.530857	1.998205	1.965758	0.014823	2.5
49	-0.474362	2.997154	1.883927	0.015479	1.9
50	-0.484612	3.994613	1.808746	0.009463	2.0
51	-0.507671	3.027746	1.881529	0.015710	1.8
52	-0.506955	4.017133	1.807117	0.017971	1.8
53	-0.501146	3.037738	1.880747	0.016353	1.8
54	-0.504157	4.037718	1.805632	0.013755	1.8
55	-0.519909	4.123550	1.799463	0.007408	1.9
56	-0.502084	3.179339	1.869733	0.017169	2.4
57	-0.503098	2.238300	1.945448	0.022323	1.9
58	-0.520546	3.238300	1.865184	0.016621	1.8
59	-0.524733	4.238300	1.791281	0.021813	1.8
60	-0.502532	3.257352	1.863719	0.029060	2.0
61	-0.504164	4.257350	1.789930	0.017163	1.8
62	-0.484147	3.276245	1.862269	0.019522	1.7
63	-0.515497	4.259060	1.789809	0.018603	1.8
64	-0.493379	3.279151	1.862046	0.014133	2.1
65	-0.519515	2.298046	1.940459	0.015230	2.6
66	-0.489082	3.147893	1.872167	0.022173	1.8
67	-0.522868	4.147826	1.797726	0.011668	1.7
68	-0.504868	3.166721	1.870709	0.017530	1.8
69	-0.498005	2.185636	1.949867	0.019017	1.8
70	-0.510403	1.204551	2.036019	0.011893	1.7
71	-0.502221	0.282747	2.124204	0.013368	1.8
72	-0.512646	0.333654	2.119135	0.011472	1.9
73	-0.502818	0.000000	2.152805	0.013432	2.5
74	-0.506801	0.970988	2.057663	0.015748	1.8
75	-0.471770	1.951117	1.969791	0.012984	1.8
76	-0.511764	2.879276	1.893227	0.013126	1.7
77	-0.463423	1.898279	1.974336	0.016147	1.8
78	-0.508143	2.897887	1.891753	0.015722	1.7
79	-0.503219	1.916783	1.972742	0.012995	1.9
80	-0.495427	0.937174	2.060835	0.014778	1.8
81	-0.528448	0.000000	2.152805	0.014737	2.5
82	-0.482771	0.998424	2.055097	0.017027	1.8
83	-0.509126	0.017319	2.151031	0.023958	1.8
84	-0.500405	0.000000	2.152805	0.014272	1.8
85	-0.506484	0.717973	2.081635	0.018176	1.8
86	-0.499290	0.000000	2.152805	0.021915	1.7
87	-0.498966	0.000000	2.152805	0.012913	1.8
88	-0.513426	0.000000	2.152805	0.017072	1.8
89	-0.492048	0.000000	2.152805	0.023880	2.5
90	-0.484536	1.000000	2.054950	0.020698	2.4
91	-0.502554	1.999903	1.965613	0.017251	1.9
92	-0.518094	1.018798	2.053195	0.018517	2.0
93	-0.488418	2.018267	1.964044	0.013589	1.8
94	-0.488059	1.037163	2.051484	0.023956	1.8
95	-0.487443	2.037163	1.962433	0.014221	1.9
96	-0.523687	1.056181	2.049716	0.015901	1.8
97	-0.521563	0.077580	2.144881	0.011384	2.1
98	-0.467607	0.000000	2.152805	0.014967	2.1
99	-0.458935	0.000000	2.152805	0.021980	1.8
100	-0.509654	0.945464	2.060057	0.011008	1.8
101	-0.514983	0.092428	2.143371	0.017022	1.8
102	-0.533318	0.000000	2.152805	0.010358	1.7
103	-0.492704	0.985718	2.056285	0.016695	1.8
