1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.618546	0.000000	19.422473	0.011506	712.0
1	-0.626309	0.000000	19.422473	0.010561	1.8
2	-0.622208	1.000000	18.539634	0.014019	1.8
3	-0.633385	0.340426	19.112643	0.012051	1.8
4	-0.625590	0.000000	19.422473	0.005707	2.0
5	-0.636583	0.000000	19.422473	0.013137	2.0
6	-0.645292	0.985791	18.551615	0.008326	1.9
7	-0.623207	1.951854	17.770762	0.008238	2.0
8	-0.662403	1.292576	18.296313	0.012337	2.4
9	-0.636976	2.292576	17.510813	0.010716	1.9
10	-0.634634	1.641510	18.014343	0.012752	1.8
11	-0.620655	2.641510	17.252364	0.010743	1.7
12	-0.612344	1.981934	17.747503	0.010477	2.0
13	-0.634520	1.322399	18.271869	0.009326	1.9
14	-0.649427	0.678805	18.814319	0.008734	2.1
15	-0.640262	0.019339	19.404603	0.007041	2.4
16	-0.610536	0.000000	19.422473	0.009455	2.1
17	-0.635052	0.999998	18.539635	0.014734	1.9
18	-0.621710	0.340422	19.112647	0.009847	1.8
19	-0.600120	0.000000	19.422473	0.009092	1.9
20	-0.623609	1.000000	18.539634	0.007424	1.8
21	-0.623801	1.999977	17.733580	0.011127	1.6
22	-0.637309	2.999977	16.994681	0.007609	2.0
23	-0.670953	3.999977	16.314893	0.006726	2.1
24	-0.637291	4.999778	15.687516	0.011448	1.7
25	-0.607821	5.935439	15.142576	0.007863	1.9
26	-0.642403	6.935435	14.600522	0.009114	1.9
27	-0.617114	7.399358	14.362012	0.006714	1.6
28	-0.634694	8.380435	13.882434	0.008375	1.8
29	-0.641118	7.743492	14.190062	0.007096	1.6
30	-0.651561	8.004557	14.062340	0.005961	1.6
31	-0.682181	8.995802	13.597634	0.006409	2.1
32	-0.634458	9.898020	13.200585	0.011359	2.0
33	-0.629059	9.238800	13.488364	0.007912	1.6
34	-0.639466	8.580076	13.788739	0.008072	1.8
35	-0.654701	8.339681	13.901717	0.010064	1.7
36	-0.642768	7.681180	14.220891	0.014018	1.7
37	-0.631698	7.021603	14.555625	0.004247	1.7
38	-0.639388	6.362043	14.906487	0.011485	1.8
39	-0.648238	7.302654	14.411084	0.009602	1.9
40	-0.652254	8.302652	13.919284	0.008185	2.4
41	-0.621215	9.302652	13.459942	0.008592	1.7
42	-0.611889	10.171818	13.084637	0.010380	1.7
43	-0.642593	9.512242	13.367485	0.012103	1.6
44	-0.647149	10.214288	13.066835	0.007348	1.7
45	-0.637309	11.214286	12.661213	0.008661	1.9
46	-0.647336	10.591727	12.910720	0.007354	1.6
47	-0.652517	11.591047	12.514846	0.010247	1.8
48	-0.663660	12.591047	12.142281	0.008579	1.6
49	-0.639619	11.931486	12.385470	0.007206	2.4
50	-0.635637	11.793080	12.437744	0.006817	1.6
51	-0.628762	12.396786	12.212910	0.008447	1.6
52	-0.667836	11.785551	12.440600	0.008568	1.6
53	-0.629847	11.129283	12.694710	0.013691	1.5
54	-0.631897	10.479094	12.956915	0.007628	1.6
55	-0.634705	10.496172	12.949889	0.008019	1.6
56	-0.645922	11.490807	12.553457	0.007795	1.6
57	-0.657304	10.833042	12.812849	0.012068	1.5
58	-0.632052	11.833039	12.422607	0.010581	2.1
59	-0.638780	11.173463	12.677278	0.007647	2.2
60	-0.640229	11.511836	12.545337	0.009651	1.8
61	-0.654075	12.484199	12.181027	0.006495	1.8
62	-0.619896	13.484055	11.827842	0.012270	1.5
63	-0.616744	12.824478	12.058484	0.007080	1.6
64	-0.617147	12.164954	12.298281	0.009925	1.6
65	-0.640464	11.523060	12.541007	0.006922	1.6
66	-0.642049	10.863636	12.800546	0.008139	1.6
67	-0.630492	10.205604	13.070471	0.012116	2.1
68	-0.637288	9.803389	13.241138	0.010981	2.2
69	-0.620713	9.143813	13.530868	0.007016	1.8
70	-0.624625	8.484236	13.833560	0.007493	1.6
71	-0.668603	7.825017	14.149929	0.010275	1.6
72	-0.628376	7.165851	14.481080	0.010355	1.5
73	-0.639763	6.506377	14.828269	0.009669	1.6
74	-0.649344	7.506376	14.308095	0.010629	1.5
75	-0.606082	6.846800	14.646995	0.006054	1.5
