1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.717838	627.201626	0.016914	626.6
1	-0.991646	623.504937	0.024332	4.9
2	-0.865889	619.865785	0.025365	5.0
3	-0.565994	616.282728	0.049758	6.0
4	-0.000000	612.754375	0.000000	4.9
5	-0.324465	609.279381	0.005581	5.0
6	-0.661322	605.856447	0.014376	6.0
7	-0.000000	602.484317	0.000000	5.4
8	-0.000000	599.161779	0.000000	5.1
9	-0.619030	595.887656	0.022587	5.8
10	-0.000000	592.660813	0.000000	4.6
11	-0.418564	589.480151	0.010686	4.6
12	-0.769496	586.344606	0.010821	5.2
13	-0.238939	583.253145	0.003446	5.1
14	-0.000000	580.204771	0.000000	4.9
15	-0.682416	577.198517	0.022466	4.8
16	-0.691603	574.233444	0.021514	5.5
17	-0.818835	571.308645	0.022039	5.0
18	-0.777986	568.423237	0.024990	4.9
19	-0.417461	565.576365	0.012968	6.2
20	-0.000000	562.767201	0.000000	4.9
21	-0.916597	559.994938	0.012101	5.0
22	-0.518708	557.258797	0.008593	5.7
23	-0.037494	554.558018	0.001764	5.0
24	-1.043254	551.891865	0.016111	5.1
25	-0.898045	549.259621	0.018704	5.4
26	-0.669606	546.660592	0.025689	5.2
27	-0.641804	544.094102	0.020355	5.1
28	-0.505579	541.559494	0.004875	5.8
29	-0.361371	539.056129	0.011040	5.1
30	-0.000000	536.583387	0.000000	5.0
31	-0.635165	534.140663	0.012109	5.8
32	-0.000000	531.727370	0.000000	5.2
33	-0.091734	529.342935	0.003706	6.0
34	-0.974870	526.986802	0.009955	6.0
35	-0.262155	524.658430	0.006650	5.6
36	-0.223495	522.357290	0.001694	5.1
37	-0.000000	520.082868	0.000000	6.1
38	-0.011233	517.834665	0.000637	5.4
39	-0.893667	515.612193	0.012592	5.6
40	-0.750817	513.414976	0.012787	6.3
41	-0.286366	511.242551	0.009294	5.3
42	-0.985355	509.094468	0.030359	5.4
43	-0.832761	506.970285	0.030792	5.8
44	-0.000000	504.869574	0.000000	5.3
45	-0.466803	502.791916	0.017865	5.5
46	-0.293763	500.736903	0.002794	5.7
47	-0.955014	498.704137	0.034213	5.5
48	-0.126293	496.693228	0.005655	5.6
49	-0.000000	494.703798	0.000000	5.7
50	-0.000000	492.735476	0.000000	5.3
51	-0.000000	490.787900	0.000000	5.6
52	-0.423797	488.860718	0.029313	5.7
