1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.737842	627.201626	0.020967	847.4
1	-0.997021	623.504937	0.020183	5.5
2	-1.032682	619.865785	0.026536	5.8
3	-0.816320	616.282728	0.031843	5.8
4	0.000000	612.754375	0.000000	6.6
5	-0.356460	609.279381	0.008650	6.5
6	-0.673654	605.856447	0.008973	5.8
7	0.000000	602.484317	0.000000	6.6
8	-0.000000	599.161779	0.000000	5.8
9	-0.581247	595.887656	0.027128	6.3
10	-0.000000	592.660813	0.000000	7.6
11	-0.554423	589.480151	0.017107	6.3
12	-0.779274	586.344606	0.013990	7.9
13	-0.237995	583.253145	0.002415	6.1
14	0.000000	580.204771	0.000000	6.8
15	-0.730572	577.198517	0.015293	6.8
16	-0.741646	574.233444	0.028343	7.1
17	-0.860751	571.308645	0.033272	6.7
18	-0.853762	568.423237	0.033711	7.0
19	-0.423292	565.576365	0.028713	7.4
20	0.000000	562.767201	0.000000	6.2
21	-0.827214	559.994938	0.014616	6.7
22	-0.562756	557.258797	0.012046	7.6
23	-0.039055	554.558018	0.000723	6.1
24	-1.109776	551.891865	0.015327	6.4
25	-0.980842	549.259621	0.019438	5.9
26	-0.558926	546.660592	0.031314	5.6
27	-0.723753	544.094102	0.012427	6.4
28	-0.549550	541.559494	0.008606	5.7
29	-0.342495	539.056129	0.010139	5.8
30	0.000000	536.583387	0.000000	7.4
31	-0.616179	534.140663	0.013618	6.2
32	0.000000	531.727370	0.000000	6.5
33	-0.112101	529.342935	0.004616	6.2
34	-1.022486	526.986802	0.012703	6.6
35	-0.245613	524.658430	0.002742	6.5
36	-0.197968	522.357290	0.003013	5.7
37	0.000000	520.082868	0.000000	6.9
38	-0.011972	517.834665	0.000277	6.1
39	-0.935944	515.612193	0.028628	6.3
40	-0.747323	513.414976	0.010485	6.5
41	-0.326778	511.242551	0.003727	6.7
42	-1.083237	509.094468	0.021640	6.9
43	-0.816640	506.970285	0.034387	6.1
44	-0.000000	504.869574	0.000000	5.9
45	-0.448228	502.791916	0.016609	8.3
46	-0.291178	500.736903	0.006277	8.1
47	-0.706106	498.704137	0.024249	6.5
48	-0.166662	496.693228	0.002842	5.8
49	-0.000000	494.703798	0.000000	6.7
50	-0.000000	492.735476	0.000000	6.4
51	0.000000	490.787900	0.000000	5.9
52	-0.662594	488.860718	0.009849	6.7
53	-0.305779	486.953585	0.008129	5.9
54	-0.877390	485.066164	0.019097	6.1
55	-0.190419	483.198126	0.003384	6.8
56	-0.827216	481.349149	0.008072	5.9
57	-0.324188	479.518920	0.008077	6.4
58	-0.645906	477.707132	0.027476	6.0
59	-0.488011	475.913485	0.007435	6.0
60	-0.922308	474.137684	0.019515	7.6
61	-0.592375	472.379445	0.025401	7.0
62	-0.000000	470.638485	0.000000	9.0
63	-0.282514	468.914531	0.004223	8.5
64	-0.655010	467.207315	0.008564	7.1
65	-0.900209	465.516573	0.032250	7.3
66	0.000000	463.842050	0.000000	8.0
67	-0.939287	462.183494	0.011266	7.3
68	-0.660024	460.540658	0.014567	8.0
69	-0.642430	458.913303	0.014265	7.0
70	-0.512672	457.301192	0.005142	6.9
71	-0.271041	455.704096	0.009463	6.1
72	0.000000	454.121787	0.000000	5.9
73	-1.017917	452.554045	0.027304	6.9
74	-0.688127	451.000653	0.008527	5.9
75	-0.769349	449.461399	0.022572	6.3
76	-0.000010	447.936075	0.000002	6.6
77	-0.780591	446.424477	0.022724	6.3
78	-0.022108	444.926406	0.000432	7.1
79	-0.522100	443.441666	0.007321	7.5
80	-0.843998	441.970065	0.018312	7.2
81	-0.613468	440.511415	0.012263	6.8
82	-0.463040	439.065533	0.028716	6.1
83	-0.640175	437.632238	0.010854	7.0
84	-0.458854	436.211351	0.007940	6.2
85	-0.000001	434.802701	0.000000	7.0
86	-0.735606	433.406117	0.012249	6.9
87	-0.087786	432.021430	0.001125	7.8
88	-0.001670	430.648479	0.000562	6.9
89	-0.000000	429.287101	0.000000	7.0
90	-0.804712	427.937140	0.027532	7.0
91	-0.167010	426.598440	0.002456	6.3
92	-0.572268	425.270849	0.022974	7.1
93	-0.097616	423.954220	0.001939	8.1
94	-0.666255	422.648404	0.014204	8.6
95	-0.048371	421.353259	0.002833	6.8
96	-0.058897	420.068643	0.001803	7.9
