1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.651579	0.000000	16.977896	0.018204	893.3
1	-0.642741	0.000000	16.977896	0.016525	2.4
2	-0.662714	0.000000	16.977896	0.017699	2.5
3	-0.669731	0.000000	16.977896	0.011940	2.5
4	-0.678554	0.000000	16.977896	0.011620	3.0
5	-0.678424	0.000000	16.977896	0.014029	2.3
6	-0.696011	0.000000	16.977896	0.018240	2.4
7	-0.676428	0.000000	16.977896	0.010747	2.6
8	-0.702593	0.000000	16.977896	0.012773	2.4
9	-0.676617	0.000000	16.977896	0.009255	2.2
10	-0.676365	0.000000	16.977896	0.012809	2.8
11	-0.664104	0.000000	16.977896	0.011002	2.5
12	-0.660801	0.000000	16.977896	0.005798	2.2
13	-0.691434	0.000000	16.977896	0.004458	2.4
14	-0.718479	0.925798	16.261019	0.011443	2.2
15	-0.682047	0.738781	16.400911	0.015258	2.4
16	-0.646754	0.979442	16.221331	0.015870	2.8
17	-0.686493	1.979442	15.515425	0.008465	2.5
18	-0.671804	1.745988	15.674668	0.009051	2.2
19	-0.667259	1.513021	15.836871	0.010356	2.2
20	-0.662567	1.279568	16.002816	0.011147	2.2
21	-0.673770	2.265184	15.324865	0.010276	2.2
22	-0.689818	2.032279	15.479832	0.010382	2.2
23	-0.710347	3.032279	14.835705	0.015813	2.7
24	-0.699974	2.798825	14.981236	0.008887	2.3
25	-0.666734	2.565372	15.129649	0.010334	2.2
26	-0.676277	2.332235	15.280826	0.014397	2.4
27	-0.661052	2.098781	15.435265	0.008412	2.2
28	-0.699335	1.865327	15.592859	0.014200	2.2
29	-0.693468	2.865327	14.939490	0.011787	2.3
30	-0.679725	2.631873	15.087074	0.015210	2.8
31	-0.711656	3.631873	14.474572	0.013128	2.2
32	-0.677132	3.430608	14.593817	0.011900	2.2
33	-0.673520	4.430608	14.019949	0.011451	2.1
34	-0.698279	4.637539	13.906788	0.009895	2.1
35	-0.683602	4.686082	13.880506	0.009786	2.1
36	-0.705654	4.706550	13.869454	0.013932	2.4
37	-0.683167	4.495525	13.984251	0.013014	2.8
38	-0.675325	4.263896	14.112464	0.011501	2.6
39	-0.692986	4.030442	14.244088	0.017779	3.0
40	-0.693185	3.928240	14.302487	0.013358	2.3
41	-0.657345	4.928240	13.750868	0.014351	2.3
42	-0.670989	4.694786	13.875804	0.004708	2.4
43	-0.693822	5.316500	13.547995	0.010360	2.9
44	-0.686263	6.313699	13.053370	0.008349	2.4
45	-0.713801	6.080245	13.165900	0.009409	2.4
46	-0.695426	6.364488	13.029142	0.009022	2.3
47	-0.722952	6.878229	12.789041	0.018790	2.3
48	-0.697084	7.695605	12.424753	0.011678	2.3
49	-0.675101	7.462151	12.526664	0.009624	2.7
50	-0.669554	7.228698	12.630261	0.012036	2.3
51	-0.689467	8.202419	12.209119	0.009478	2.2
52	-0.711452	9.202184	11.804968	0.010863	2.2
53	-0.654449	10.202184	11.426630	0.009690	2.2
54	-0.677642	11.202184	11.071790	0.011256	2.3
55	-0.689225	12.201939	10.738403	0.007287	2.4
56	-0.705651	11.968546	10.814423	0.013156	2.9
57	-0.708914	11.735250	10.891495	0.008422	2.5
58	-0.680406	12.735233	10.568648	0.008592	2.3
59	-0.688302	13.735232	10.264385	0.017786	2.1
60	-0.686021	13.501779	10.333839	0.013719	2.2
61	-0.674471	13.268325	10.404238	0.018494	2.1
62	-0.662698	14.268325	10.109236	0.009744	3.1
63	-0.667541	14.034871	10.176598	0.011754	3.3
64	-0.669341	13.865143	10.226139	0.009810	2.4
65	-0.689070	13.631689	10.295074	0.007797	2.5
66	-0.668211	13.398791	10.364777	0.012249	2.3
67	-0.667712	14.394321	10.073249	0.010455	2.7
68	-0.697329	14.198149	10.129391	0.009173	2.8
69	-0.673653	15.198149	9.849559	0.009479	2.9
70	-0.650466	16.198149	9.584773	0.010226	2.4
71	-0.722938	15.990315	9.638626	0.011906	2.5
72	-0.661360	15.756954	9.699819	0.009083	2.9
73	-0.713876	16.577955	9.487898	0.006408	2.9
74	-0.697887	17.552767	9.247995	0.017673	3.0
75	-0.647157	17.319591	9.304270	0.014791	2.6
76	-0.698590	18.319591	9.067638	0.013131	2.5
77	-0.699109	19.319591	8.842744	0.011566	2.4
78	-0.683704	20.032361	8.689137	0.004451	2.4
79	-0.674338	21.029459	8.482998	0.017706	2.4
80	-0.718189	20.812890	8.526935	0.013693	2.5
81	-0.698520	21.812890	8.327768	0.007998	2.5
82	-0.713573	21.579436	8.373427	0.012263	2.2
83	-0.684599	22.579428	8.181287	0.009657	2.4
84	-0.706276	23.186392	8.068905	0.012040	2.5
85	-0.679801	24.179589	7.891524	0.011124	2.7
86	-0.682781	25.176932	7.721081	0.011361	2.4
87	-0.680455	25.485711	7.669794	0.008935	2.9
88	-0.630399	25.252257	7.708506	0.011313	2.2
89	-0.655501	25.018821	7.747609	0.012070	2.2
90	-0.663340	24.785368	7.787113	0.010751	2.1
91	-0.717514	25.785368	7.620669	0.012651	2.5
92	-0.700813	25.551914	7.658886	0.008048	2.5
93	-0.664303	25.330066	7.695560	0.011768	2.7
94	-0.670212	25.096622	7.734532	0.008271	2.6
95	-0.685916	26.067253	7.575029	0.007973	2.1
96	-0.692575	27.014066	7.425653	0.011209	2.3
97	-0.711184	28.014065	7.274153	0.021066	2.3
98	-0.693133	27.780612	7.308966	0.008704	2.2
99	-0.710438	28.780612	7.162142	0.016300	2.3
100	-0.680510	28.907864	7.143880	0.010294	2.6
101	-0.685156	29.907863	7.003551	0.017886	2.4
102	-0.682530	30.907863	6.868628	0.006816	2.2
103	-0.691205	30.674409	6.899659	0.010048	2.2
104	-0.699223	30.585091	6.911606	0.012615	2.3
105	-0.689096	30.442641	6.930745	0.008600	2.2
106	-0.694105	30.209187	6.962341	0.010273	2.2
107	-0.661808	29.979421	6.993720	0.018124	2.8
108	-0.702695	30.979421	6.859172	0.010397	2.3
109	-0.683609	31.979421	6.729704	0.009853	2.2
110	-0.676846	32.018442	6.724751	0.007037	2.2
111	-0.701907	31.785552	6.754420	0.011488	2.3
112	-0.698470	31.553043	6.784304	0.012642	2.2
113	-0.693325	32.553043	6.657620	0.009673	2.4
114	-0.675084	32.333371	6.685042	0.006512	2.8
115	-0.671775	32.434605	6.672377	0.008643	2.4
116	-0.712306	33.413113	6.552388	0.009495	2.4
117	-0.694070	34.413107	6.434142	0.014879	2.5
118	-0.645038	34.179653	6.461364	0.007200	2.7
119	-0.663840	33.946199	6.488817	0.012028	2.2
120	-0.696328	34.917302	6.376127	0.008017	2.9
121	-0.695515	35.710359	6.286961	0.014915	2.9
122	-0.717306	35.476907	6.312949	0.006201	2.8
123	-0.634698	36.454713	6.205510	0.009255	2.3
124	-0.647151	36.583760	6.191604	0.009018	2.3
125	-0.680467	37.583687	6.085923	0.007160	2.2
126	-0.727215	37.350749	6.110218	0.010361	2.6
127	-0.699585	38.339639	6.008392	0.008502	2.3
128	-0.656520	38.106364	6.032105	0.011486	2.3
129	-0.678985	37.872912	6.056025	0.009191	2.1
130	-0.679174	38.872829	5.954885	0.006543	2.1
131	-0.658130	38.640429	5.978089	0.011676	2.2
132	-0.656988	38.416023	6.000668	0.011550	2.1
133	-0.664564	38.209222	6.021626	0.006631	2.8
134	-0.671143	38.998495	5.942413	0.011538	2.8
135	-0.676288	38.887679	5.953408	0.008971	2.4
136	-0.654828	39.512632	5.891924	0.010231	2.1
137	-0.682443	39.753775	5.868538	0.010629	2.5
138	-0.693097	39.520542	5.891154	0.007144	2.3
139	-0.696569	39.287137	5.913962	0.010647	2.3
140	-0.687723	40.285728	5.817599	0.008987	2.7
141	-0.684262	41.285409	5.724227	0.010460	2.3
142	-0.685965	42.285409	5.633776	0.010881	2.3
143	-0.700901	42.051955	5.654635	0.005536	2.3
144	-0.684730	42.879986	5.581338	0.010098	2.2
145	-0.696924	43.709658	5.509777	0.008385	2.3
146	-0.680155	44.708699	5.426006	0.013606	2.7
147	-0.709169	45.708641	5.344672	0.015906	2.9
148	-0.658850	46.708641	5.265736	0.009542	2.4
149	-0.705738	47.700042	5.189747	0.011375	2.1
150	-0.681094	47.478130	5.206565	0.007106	2.2
151	-0.684410	48.220314	5.150740	0.013893	2.4
152	-0.670811	48.027691	5.165113	0.006668	2.4
153	-0.674560	49.027690	5.091355	0.015266	2.8
154	-0.680435	50.027091	5.019716	0.008707	2.4
155	-0.682688	49.793637	5.036269	0.007810	2.1
156	-0.678081	49.565991	5.052516	0.011604	2.1
157	-0.687413	50.386795	4.994422	0.017737	2.2
158	-0.672637	50.153425	5.010803	0.009963	2.2
159	-0.661664	49.919971	5.027298	0.007896	2.2
160	-0.700050	49.694154	5.043356	0.009194	2.5
161	-0.679214	49.460702	5.060066	0.010945	2.5
162	-0.667814	50.422982	4.991892	0.007521	2.5
163	-0.697210	51.422982	4.922965	0.011709	2.5
164	-0.675905	51.362773	4.927061	0.008861	2.5
165	-0.694287	52.362732	4.859904	0.009361	2.2
166	-0.720102	52.676303	4.839220	0.014954	3.0
167	-0.683202	52.442953	4.854595	0.013470	2.4
168	-0.670890	53.442953	4.789383	0.011369	2.3
169	-0.698368	54.442952	4.725900	0.011692	2.3
170	-0.662039	54.209498	4.740569	0.009757	2.4
171	-0.685498	55.209472	4.678366	0.007439	2.4
172	-0.708852	56.010252	4.629719	0.009213	2.2
173	-0.710609	57.010188	4.570375	0.007666	2.9
174	-0.664918	56.777726	4.584035	0.009954	2.4
175	-0.675462	57.769100	4.526341	0.007789	2.2
176	-0.698395	57.682614	4.531316	0.013044	2.2
177	-0.685798	57.449179	4.544800	0.009794	2.2
178	-0.702559	57.215725	4.558365	0.013388	2.3
179	-0.700658	58.215725	4.500821	0.006820	2.3
180	-0.660403	57.982272	4.514125	0.013424	2.7
181	-0.669341	58.978015	4.457923	0.012190	2.2
182	-0.672714	59.977911	4.402877	0.010330	2.1
183	-0.689198	59.745399	4.415556	0.007008	2.1
184	-0.691068	59.520321	4.427899	0.013354	2.2
185	-0.653626	60.520320	4.373582	0.009466	2.3
186	-0.693887	61.520320	4.320582	0.015435	2.3
187	-0.676367	62.520087	4.268863	0.012462	2.6
188	-0.666187	63.511025	4.218808	0.007927	2.2
189	-0.665709	64.511025	4.169472	0.009843	2.2
190	-0.685929	64.564748	4.166854	0.011092	2.1
191	-0.704843	64.331381	4.178250	0.015405	2.2
192	-0.713399	65.331381	4.129852	0.010674	2.3
193	-0.691729	65.097930	4.141050	0.007960	2.6
194	-0.704078	66.097926	4.093505	0.012076	2.3
195	-0.686831	67.097858	4.047043	0.012213	2.2
196	-0.666526	67.101617	4.046870	0.008553	2.4
197	-0.659263	66.881501	4.057006	0.020025	2.3
