1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	0.000000	627.201626	0.000000	910.5
1	-0.973684	623.504937	0.007729	31.4
2	-0.813278	619.865785	0.006123	30.0
3	-0.316244	616.282728	0.004915	30.6
4	-0.306813	612.754375	0.005472	30.3
5	-0.000000	609.279381	0.000000	31.9
6	0.000000	605.856447	0.000000	31.3
7	-0.709145	602.484317	0.004884	31.2
8	-0.569546	599.161779	0.005441	31.1
9	-0.000064	595.887656	0.000026	31.6
10	-0.823869	592.660813	0.009138	30.9
11	0.000000	589.480151	0.000000	32.0
12	-0.507474	586.344606	0.006530	33.1
13	0.000000	583.253145	0.000000	31.8
14	-0.664253	580.204771	0.005744	33.0
15	-0.263614	577.198517	0.004741	32.6
16	-0.338320	574.233444	0.003871	32.1
17	-0.513662	571.308645	0.006506	32.6
18	-0.002183	568.423237	0.000104	31.9
19	-0.634651	565.576365	0.006743	32.1
20	-0.000000	562.767201	0.000000	33.2
21	-0.805630	559.994938	0.005548	31.5
22	-0.764325	557.258797	0.005677	31.2
23	-0.820805	554.558018	0.005946	30.4
24	-0.629835	551.891865	0.004871	31.3
25	-0.760754	549.259621	0.007247	34.1
26	-0.577419	546.660592	0.005984	32.5
27	0.000000	544.094102	0.000000	32.7
28	-0.406309	541.559494	0.005773	33.2
29	-0.156513	539.056129	0.001464	32.1
30	-0.264691	536.583387	0.004731	32.1
31	-0.597312	534.140663	0.005358	32.1
32	-0.028967	531.727370	0.001044	33.3
33	-0.059695	529.342935	0.001180	31.1
34	-0.458384	526.986802	0.005675	31.2
35	-0.699996	524.658430	0.005482	32.1
36	-0.006111	522.357290	0.000105	31.5
37	-0.493370	520.082868	0.006552	32.5
38	-0.385357	517.834665	0.004371	33.0
39	-1.084636	515.612193	0.009850	32.9
40	-0.871100	513.414976	0.008382	32.1
41	-0.408969	511.242551	0.007719	32.8
42	-0.424011	509.094468	0.005430	33.3
43	-0.000211	506.970285	0.000085	32.9
44	-0.683474	504.869574	0.006985	32.3
45	-0.589308	502.791916	0.005917	32.1
46	-0.691583	500.736903	0.005079	32.2
47	0.000000	498.704137	0.000000	30.1
48	-0.476731	496.693228	0.007570	29.9
49	-0.559021	494.703798	0.004691	33.1
50	0.000000	492.735476	0.000000	32.1
51	-0.000919	490.787900	0.000030	35.0
52	-0.109284	488.860718	0.001789	32.9
53	-0.425976	486.953585	0.005338	31.8
54	-0.754927	485.066164	0.008197	32.2
55	-0.747289	483.198126	0.005439	32.9
56	0.000000	481.349149	0.000000	32.3
57	0.000000	479.518920	0.000000	31.8
58	0.000000	477.707132	0.000000	33.1
59	-0.296031	475.913485	0.004761	31.9
60	0.000000	474.137684	0.000000	32.5
61	-0.000016	472.379445	0.000018	31.7
62	-0.494734	470.638485	0.006379	31.9
63	0.000000	468.914531	0.000000	31.7
64	-0.533789	467.207315	0.005697	30.8
65	-0.947563	465.516573	0.008632	32.0
66	-0.658005	463.842050	0.004716	32.7
67	-0.738560	462.183494	0.007700	31.7
68	-0.871382	460.540658	0.007296	32.7
69	-0.009175	458.913303	0.000367	32.5
70	-0.583619	457.301192	0.007080	32.1
71	-0.663234	455.704096	0.006655	32.6
72	-0.930119	454.121787	0.007602	32.5
73	-0.161333	452.554045	0.002654	33.2
74	-0.626115	451.000653	0.006551	32.6
75	-0.514836	449.461399	0.005939	34.9
76	-0.151744	447.936075	0.001456	37.3
77	0.000000	446.424477	0.000000	37.4
78	-0.103655	444.926406	0.001735	37.3
79	-0.027871	443.441666	0.000799	32.7
80	0.000000	441.970065	0.000000	34.2
81	0.000000	440.511415	0.000000	35.1
82	-0.228538	439.065533	0.002422	33.2
83	-0.360685	437.632238	0.004614	33.7
84	-0.829724	436.211351	0.006863	32.9
85	0.000000	434.802701	0.000000	33.1
86	-0.192388	433.406117	0.002240	34.1
87	-0.429421	432.021430	0.005024	33.4
88	0.000000	430.648479	0.000000	32.7
89	-0.019318	429.287101	0.000735	32.5
90	-0.504156	427.937140	0.006729	33.0
91	-0.759420	426.598440	0.007436	33.3
92	-0.772116	425.270849	0.005814	31.1
93	0.000000	423.954220	0.000000	32.0
94	0.000000	422.648404	0.000000	32.2
95	-0.669402	421.353259	0.008946	32.7
96	-0.336366	420.068643	0.004833	32.4
97	-0.053230	418.794419	0.001545	34.3
98	-0.317050	417.530451	0.004190	32.4
99	-0.059599	416.276604	0.001201	33.2
100	-0.000021	415.032748	0.000008	32.9
101	-0.534460	413.798754	0.005778	32.6
102	-0.408167	412.574495	0.006392	33.3
103	-0.837074	411.359849	0.006240	32.0
104	-0.550025	410.154691	0.005519	33.3
105	-0.843401	408.958904	0.007956	31.4
106	-0.026948	407.772368	0.001536	31.0
107	-0.781586	406.594968	0.007381	33.8
108	-0.564658	405.426590	0.005172	32.4
109	0.000000	404.267122	0.000000	33.9
110	0.000000	403.116456	0.000000	32.3
111	-0.520292	401.974481	0.005727	32.0
112	-0.370199	400.841093	0.004579	36.2
113	-0.692632	399.716187	0.005223	32.3
114	-0.356614	398.599660	0.003673	34.1
115	-0.834081	397.491411	0.008788	31.9
116	-0.267066	396.391342	0.003075	32.6
117	0.000000	395.299353	0.000000	32.5
118	0.000000	394.215350	0.000000	30.6
119	-0.200577	393.139238	0.003177	32.5
120	-0.749676	392.070924	0.005931	31.7
121	-0.118355	391.010316	0.003032	31.1
122	-0.879075	389.957325	0.006229	31.3
123	0.000000	388.911862	0.000000	33.1
124	0.000000	387.873839	0.000000	32.8
125	0.000000	386.843173	0.000000	32.5
126	0.000000	385.819777	0.000000	33.4
127	-0.179229	384.803569	0.002996	33.2
128	-0.586199	383.794468	0.008300	32.2
129	-0.754445	382.792393	0.005205	33.2
130	-0.015007	381.797264	0.000732	32.1
131	0.000000	380.809005	0.000000	31.4
132	0.000000	379.827537	0.000000	33.4
133	-0.898631	378.852786	0.006939	32.3
134	-0.847294	377.884678	0.004878	32.8
135	-0.058043	376.923138	0.002009	32.9
136	-0.918523	375.968095	0.007495	32.8
137	-0.544050	375.019479	0.007794	32.5
138	-0.730697	374.077218	0.005407	32.7
139	-0.250936	373.141244	0.003772	32.9
140	-0.571373	372.211489	0.006721	30.0
141	-0.028401	371.287887	0.001824	32.2
142	-0.992311	370.370370	0.009202	31.6
143	-0.860936	369.458876	0.006044	35.6
144	-0.009839	368.553338	0.000518	33.1
